"inst_1" "inst_2" "inst_3" "inst_4" "inst_61" "inst_1694" "inst_1816" "inst_1858" "inst_5068" "inst_5487"
"213668_s_at" 19157 14829 21109 19300 16337 21884 1280 8337 18271 9828
"213669_at" 21557 2303 1754 384 19920 21705 3874 9519 1211 21892
"213670_x_at" 4904 3175 6348 6095 20943 3377 3655 10534 5586 6451
"213671_s_at" 17847 19994 19620 5401 5810 19301 2387 7260 9042 8410
"213672_at" 20038 12527 5607 19673 5498 4108 20745 9915 9830 1812
"213673_x_at" 21654 21937 15507 4667 4385 1307 21558 14959 2554 9658
"213674_x_at" 9276 5627 8691 10714 9445 6973 16831 18307 10711 12800
"213675_at" 19876 21312 21078 21453 19881 239 7843 14603 21246 8374
"213676_at" 571 947 16561 281 15917 7872 15008 17850 16053 15119
"213677_s_at" 15789 2500 17127 4820 19815 16494 4942 1965 6414 2830
"213678_at" 201 10469 296 1115 3582 6400 14756 19814 13978 10619
"213679_at" 10464 7985 12963 12317 12000 21024 14456 12086 21590 5463
"213680_at" 4516 12863 5147 6984 19201 15298 5630 15381 21806 2006
"213681_at" 1011 13100 2325 4983 22195 20831 744 21526 1308 333
"213682_at" 6171 22000 21776 7192 6262 16170 3462 5342 17428 17290
"213683_at" 2889 7893 4304 15931 5244 11460 11634 20626 12887 12268
"213684_s_at" 8670 5531 11983 9828 12960 7055 20303 9132 20267 18880
"213685_at" 19932 16030 19339 20326 2376 17254 19007 2132 18222 21935
"213686_at" 3069 13597 2937 300 21876 21415 21122 8941 10151 21965
"213687_s_at" 8467 13598 7477 8490 14150 4032 3855 11199 18241 4947
"213688_at" 8560 20259 8175 19563 16862 6271 20879 5915 4562 21858
"213689_x_at" 708 1726 644 534 5747 15847 19178 17954 8406 17133
"213690_s_at" 2945 296 4242 10655 5726 20113 15231 11964 21301 21239
"213691_at" 206 5797 660 11791 7848 22173 254 7483 86 21747
"213692_s_at" 21800 20333 1435 18600 17089 14321 18307 19303 11404 10200
"213693_s_at" 9339 6481 9678 10025 2410 21266 19233 15110 470 4302
"213694_at" 15965 20998 20854 19038 15164 17739 7405 2896 5979 4950
"213695_at" 18755 17170 22229 20302 2889 5892 17407 13416 13312 16264
"213696_s_at" 768 4383 3813 1044 4673 4364 2458 1580 20347 3098
"213697_at" 471 16201 2132 4297 21372 14556 18040 21233 10908 10702
"213698_at" 6995 1251 3496 1094 16777 5615 6484 7290 2989 20312
"213699_s_at" 18032 19412 18897 19659 3365 17565 9506 9824 7985 17817
"213700_s_at" 17926 12059 1188 851 14872 20110 20978 11409 20245 4455
"213701_at" 21153 18278 18562 17980 1537 21775 7745 1728 7397 19368
"213702_x_at" 15730 19689 15559 4121 14038 16193 8237 2589 6314 17896
"213703_at" 9538 9030 10227 14316 11253 20246 14350 1221 22240 15845
"213704_at" 12589 9663 14161 4804 20244 2527 408 686 9157 9708
"213705_at" 4952 21080 21312 17830 6288 20505 19294 11008 20790 2985
"213706_at" 12768 8983 12802 12854 8305 10186 9824 14023 14263 15895
"213707_s_at" 7933 6061 13265 11696 7047 7383 10853 13565 4041 10960
"213708_s_at" 18860 19781 19239 17178 3615 4069 6317 7607 5126 9857
"213709_at" 13999 6768 548 953 14448 997 22168 19413 4388 18157
"213710_s_at" 2208 616 7291 3733 696 330 20627 3063 19085 6997
"213711_at" 18589 14776 8137 18349 18572 5966 19981 13629 17723 4732
"213712_at" 8657 5109 9152 10790 8924 16445 1667 13577 22100 16937
"213713_s_at" 15795 3983 15795 8451 5194 1576 11385 17204 5078 3107
"213714_at" 11738 10600 9676 15892 11271 10008 12236 16287 10648 12763
"213715_s_at" 11056 10620 11261 15742 7051 6872 18391 13825 11225 16469
"213716_s_at" 16758 12839 4524 17734 10413 19367 21875 16192 18494 1418
"213717_at" 13762 5671 9937 12252 11525 10095 13212 16611 11025 11790
"213718_at" 15253 11293 3836 9244 2578 1869 4430 5743 2181 5678
"213719_s_at" 9469 5730 9531 10953 12333 8072 14348 19498 8066 3979
"213720_s_at" 6797 12786 4879 3972 15792 18442 5801 4159 3483 7463
"213721_at" 16159 11943 12259 18918 10666 7272 15300 15461 20829 18989
"213722_at" 13805 9531 13994 12008 11270 6930 16725 12605 15850 10657
"213723_s_at" 10515 6136 14471 11424 7162 11504 10382 12454 15200 16133
"213724_s_at" 12595 9669 4378 273 11040 4828 2734 539 18534 2025
"213725_x_at" 11475 7420 231 11976 20951 10284 11255 2087 11823 1390
"213726_x_at" 15557 14545 6199 8008 5633 4264 6545 11600 9793 6242
"213727_x_at" 1264 6683 803 11411 8914 18981 3893 11200 2404 5226
"213728_at" 11588 9897 12196 10407 10477 1279 20957 18208 20671 3332
"213729_at" 18739 4212 18699 19332 2121 5465 19878 8454 6355 6668
"213730_x_at" 5321 12226 1137 4127 17915 3792 5913 7829 9579 2444
"213731_s_at" 9125 5510 10090 10282 8952 9208 11089 14862 13186 20924
"213732_at" 4015 8216 14244 13457 21007 6715 17082 20913 16114 16400
"213733_at" 1108 204 266 866 9577 18217 20808 7143 21648 19607
"213734_at" 18827 22104 17274 8167 2160 16227 6784 5380 19627 6422
"213735_s_at" 16530 13142 6992 5949 15291 16448 4990 8760 9053 6396
"213736_at" 13976 8 230 13680 638 19015 8489 7974 6651 20128
"213737_x_at" 322 6944 29 144 22035 15338 751 8097 1340 20355
"213738_s_at" 16389 15554 17287 6463 17163 15485 6066 11502 8448 17827
"213739_at" 12733 1957 297 420 17762 509 21977 21839 1139 712
"213740_s_at" 11156 8140 11460 14860 13108 6774 14238 13160 15439 15727
"213741_s_at" 1730 18484 17835 19806 1083 3312 8927 6796 8206 2129
"213742_at" 16391 18221 16941 7604 8055 17909 21807 1508 10303 18445
"213743_at" 15402 11951 15141 4816 2256 16235 18867 6112 5893 18379
"213744_at" 8558 18345 7108 21279 16261 7461 17500 20674 13691 16360
"213745_at" 15181 9547 10301 15777 6416 9223 14590 14026 15437 6976
"213746_s_at" 6537 15180 15233 7177 19337 5407 7269 409 2818 3031
"213747_at" 19521 1397 21768 9270 742 1751 6201 1366 21144 3158
"213748_at" 6006 20661 15678 7470 20713 19625 21934 4481 2489 8414
"213749_at" 11423 9023 9836 11450 8585 14792 17678 18039 14552 15659
"213750_at" 3029 18440 936 306 14002 20746 9542 680 7016 9802
"213751_at" 5613 20775 2923 22126 699 9422 15710 15903 13664 13234
"213752_at" 13051 10508 12990 13587 12422 10033 9995 14297 5219 12108
"213753_x_at" 7402 90 15676 16621 31 5516 8899 9208 18900 3774
"213754_s_at" 6908 21767 6254 3373 21079 4509 8575 3241 18433 18220
"213755_s_at" 11584 6825 11377 12756 11396 6450 17453 19837 16483 14513
"213756_s_at" 8542 18694 15260 20804 3846 6808 8910 18221 21372 13470
"213757_at" 17194 712 18764 20039 152 19881 7672 11659 10213 5168
"213758_at" 10566 10430 10939 11179 11500 21543 5485 186 21111 19361
"213759_at" 11394 9556 13873 14968 7703 9720 14111 16086 13528 11841
"213760_s_at" 16113 12156 22149 18937 251 4286 21874 506 20452 5223
"213761_at" 2987 4052 3402 2704 4103 19399 5651 3267 18579 7046
"213762_x_at" 6970 17140 16808 16395 3687 16425 20482 7335 10045 17071
"213763_at" 17019 12460 16274 8283 17962 10695 3503 4337 17386 21359
"213764_s_at" 12314 8747 9947 13380 9645 9805 11056 17826 13948 12219
"213765_at" 10374 6772 14294 14347 12065 10718 15180 19260 11237 13083
"213766_x_at" 17397 12148 16035 5673 19316 18104 3058 22120 6804 4140
"213767_at" 9188 6192 965 14574 13383 13963 10471 21067 10818 11340
"213768_s_at" 10822 6974 12672 14406 22143 13308 18420 20789 14824 10962
"213769_at" 10193 275 9659 10824 7425 10285 16768 15817 4299 21466
"213770_at" 740 14554 18153 5063 16796 10699 16382 13129 12799 10306
"213771_at" 3520 13909 8633 368 1569 5789 19966 15074 21947 4704
"213772_s_at" 4332 22153 22239 22020 820 15649 22261 3739 7317 19163
"213773_x_at" 7593 12711 3762 6368 19079 3375 6851 5489 8834 2776
"213774_s_at" 10569 5736 9847 11268 6677 6781 10141 12182 16509 5805
"213775_x_at" 18667 21285 16497 5732 14993 16943 1660 9331 3305 9831
"213776_at" 11064 9906 7673 7632 8915 8515 10759 22147 21644 10825
"213777_s_at" 2942 7328 14610 15851 7248 14068 9719 20172 15464 17156
"213778_x_at" 2887 835 359 1928 21947 22110 19781 8061 6417 5342
"213779_at" 501 12930 16364 5544 7157 704 17954 18479 250 18915
"213780_at" 14988 3320 5341 16331 14925 4838 15200 16785 1278 19520
"213781_at" 1228 303 23 15339 3357 11547 6361 19908 16546 5406
"213782_s_at" 12284 8384 12375 13221 10110 9609 15286 16648 11092 9951
"213783_at" 522 2655 2178 539 261 7931 16743 13059 10755 5260
"213784_at" 3409 12159 17051 7292 20892 21812 18412 8968 2152 14299
"213785_at" 12615 10962 13065 9109 14487 335 20851 933 5178 4132
"213786_at" 10162 5806 10348 10778 9505 16758 20712 3501 18077 7082
"213787_s_at" 15715 13537 18928 20316 3035 4910 19490 5178 10280 9638
"213788_s_at" 4713 1461 6681 8931 1487 22225 21400 22058 2900 22271
"213789_at" 2594 331 5357 5890 162 18712 21771 9008 20924 20162
"213790_at" 13455 8195 12534 12544 10172 9895 276 18235 18535 12815
"213791_at" 1236 4793 765 16562 20909 12805 14551 21635 5015 3387
"213792_s_at" 20939 21638 21700 22121 8806 3636 492 10490 1951 3023
"213793_s_at" 17758 21106 19371 3300 19197 19341 20802 1545 20549 8400
"213794_s_at" 2737 15341 5038 5556 18183 3397 1295 6638 20175 17386
"213795_s_at" 16563 21639 19263 18413 14068 18087 2869 6535 20225 2048
"213796_at" 10407 9199 13250 14398 7857 9965 13169 15945 12556 12571
"213797_at" 11458 10640 7426 10112 11483 9860 18062 133 11861 11848
"213798_s_at" 7434 14666 19155 18997 15711 4759 8042 10057 10216 7031
"213799_s_at" 21028 21237 21909 22110 20385 541 2505 10323 18120 20860
"213800_at" 11741 5582 12561 11360 12242 8622 11428 14379 16349 13616
"213801_x_at" 6653 4775 17697 8363 4474 16486 19343 21737 12464 11797
"213802_at" 12175 5150 11596 9817 8819 9893 9702 20196 10742 11052
"213803_at" 4771 3984 5472 5552 16129 18464 1432 954 8391 6402
"213804_at" 14274 5526 10369 12828 7537 2850 1092 9400 2308 1284
"213805_at" 20676 17462 19674 20946 13662 560 21325 2846 6583 4481
"213806_at" 12459 7151 9611 10924 9961 13482 18286 14403 1193 22183
"213807_x_at" 16125 3001 16045 1629 16742 655 1397 17941 17803 12835
"213808_at" 10906 9138 12186 12724 11757 6834 11705 4552 16361 16245
"213809_x_at" 9107 6818 9334 11086 12739 9621 12082 15208 12742 12522
"213810_s_at" 17811 1071 17168 1470 7396 923 21174 5284 3938 8013
"213811_x_at" 3697 19906 18892 16932 21432 19494 4429 7646 7687 6744
"213812_s_at" 6544 1220 7607 729 21299 17596 3918 6537 5660 2051
"213813_x_at" 7840 250 2715 3086 199 15622 2217 21645 22282 21704
"213814_s_at" 5734 12314 708 20205 5604 6910 11273 17859 4111 16626
"213815_x_at" 21509 2362 19258 9646 21721 2589 7089 8248 6301 16975
"213816_s_at" 4328 3497 702 5500 2084 8599 21659 15429 20898 21432
"213817_at" 13182 9481 13176 14222 10000 13341 16547 3271 1963 2917
"213818_x_at" 15092 10801 11462 4618 6899 10227 9843 21172 5911 4762
"213819_s_at" 21672 21668 19737 22093 619 192 21215 10999 21488 14795
"213820_s_at" 774 21604 21766 6786 5148 1642 6677 12075 236 5225
"213821_s_at" 21540 19477 21301 21593 20174 9255 16665 18963 14827 16103
"213822_s_at" 8375 12613 8026 5679 20525 17551 9089 2660 7748 17496
"213823_at" 10511 6218 11266 11101 11850 7950 1530 20415 18156 21042
"213824_at" 18450 14211 17812 19140 7981 7133 12890 15750 12620 15301
"213825_at" 10212 5917 12781 9973 13534 8574 17182 881 13969 13875
"213826_s_at" 17196 23 18585 21159 23 2182 21115 6054 18625 18475
"213827_at" 1799 11372 1794 2625 7031 2878 13718 21988 19116 1408
"213828_x_at" 6829 1973 4853 7627 5456 3997 7198 11972 9600 18197
"213829_x_at" 19738 17908 20223 21645 18796 1775 2192 8126 17620 21319
"213830_at" 12941 7094 13098 12227 12405 6500 9845 467 13516 13756
"213831_at" 16755 12845 607 17730 6393 14423 17008 14984 13867 13339
"213832_at" 5517 741 277 1182 19879 10846 16988 14669 7215 529
"213833_x_at" 19420 1254 2375 3215 1766 21762 221 11645 3439 19235
"213834_at" 10570 9502 11030 10989 12627 10575 10627 15011 11281 12474
"213835_x_at" 16334 3913 16048 7806 4017 5439 1979 5938 17812 20458
"213836_s_at" 8295 3276 6093 20741 8012 4445 878 2012 17522 22030
"213837_at" 18036 1567 131 103 842 13743 4729 16861 21867 10850
"213838_at" 8475 20721 8134 7343 311 15745 906 4008 2433 6797
"213839_at" 21721 17290 20048 22210 10177 20936 14092 10524 1207 12193
"213840_s_at" 5356 1188 2226 4500 184 1941 19537 8746 4310 1303
"213841_at" 19662 15635 19061 20115 10942 3457 15050 17314 8426 12622
"213842_x_at" 4982 16347 19933 6181 6314 18857 1001 11641 17200 4829
"213843_x_at" 3239 601 1615 2298 15897 18036 21560 2483 5003 5538
"213844_at" 16397 2634 3961 3865 4239 3426 1190 11490 7511 5750
"213845_at" 10579 6895 10154 11807 8145 14157 15575 19531 983 15936
"213846_at" 17265 1649 18386 18706 4700 17912 5192 5959 19067 6675
"213847_at" 21596 17656 20013 20522 16188 214 1463 17249 1628 4784
"213848_at" 5054 13403 20822 20625 16143 21854 4045 9369 9014 17366
"213849_s_at" 3074 2449 74 18214 17976 15694 15284 11931 469 218
"213850_s_at" 16257 16275 8237 18884 14639 1203 7289 3579 17860 6245
"213851_at" 20574 20390 15268 22046 1211 21097 600 4625 18318 2881
"213852_at" 7623 4906 16796 6189 2389 20300 2979 8416 4631 6874
"213853_at" 21765 13437 15379 17217 4177 19999 687 10396 18592 17410
"213854_at" 160 7289 11491 2871 8763 15734 20721 11973 4501 7786
"213855_s_at" 14881 9791 5427 13717 1089 9753 12716 14689 15195 11833
"213856_at" 9650 5640 8951 10212 10620 13019 15242 14513 10971 10804
"213857_s_at" 5390 15146 8130 4954 6299 18131 5933 2259 9048 5947
"213858_at" 21478 2137 5782 17656 483 21228 21275 3456 9542 5619
"213859_x_at" 1028 18259 1954 1455 17541 19648 3378 1485 18856 16724
"213860_x_at" 5331 15504 17443 5660 4543 17178 7216 3772 8845 9156
"213861_s_at" 7185 13907 4438 17263 5293 3662 4292 11617 7681 4106
"213862_at" 9864 6722 9290 13594 6794 6561 12683 20596 11303 16691
"213863_s_at" 12764 801 14278 14932 7199 5699 12596 19594 21608 16821
"213864_s_at" 17107 21096 15388 4842 19413 17570 7720 8611 9815 7806
"213865_at" 14565 9555 13872 15539 8381 11539 21418 16537 19021 21431
"213866_at" 9702 7157 8949 14338 9327 6862 17171 13120 13160 12542
"213867_x_at" 7206 3881 7867 18448 5635 3701 9294 21528 12401 8828
"213868_s_at" 12571 9434 13417 13844 8433 12696 1630 12430 21255 15698
"213869_x_at" 3324 95 2714 2662 5626 8627 13645 13836 11421 13731
"213870_at" 13725 11121 474 2814 7616 11136 16566 18402 14343 9943
"213871_s_at" 8881 5341 4233 10795 6499 9316 9073 18394 15778 1392
"213872_at" 21006 20017 18469 21216 15664 6218 1959 1054 20926 9357
"213873_at" 21139 12235 4121 1739 18323 13866 15557 15758 21188 18618
"213874_at" 16804 14670 6603 20515 3176 9004 15660 12805 14135 9957
"213875_x_at" 17119 3886 18922 16393 6010 928 4255 1538 21251 7580
"213876_x_at" 20519 13039 8308 18242 16327 18622 7430 7544 8968 3265
"213877_x_at" 16539 21939 20176 21433 183 6023 20282 6178 7399 724
"213878_at" 15808 13041 18666 4706 3402 19510 20862 7204 19858 17853
"213879_at" 16712 15555 22162 19121 4456 16014 9530 5312 17248 6311
"213880_at" 9482 7580 13045 9881 6707 8104 17807 19585 3620 8146
"213881_x_at" 15501 18524 15684 6387 4237 16148 19310 10797 10490 16741
"213882_at" 5300 1555 1287 760 4762 5874 20350 8118 16722 18403
"213883_s_at" 18368 20901 17585 3642 21353 20722 2142 2474 17227 17637
"213884_s_at" 11512 7345 11432 12674 7674 13880 14966 18127 4112 12200
"213885_at" 4856 14907 19785 18899 2351 21971 9020 10219 1351 18168
"213887_s_at" 17220 17361 6800 6930 17312 642 3394 5850 5146 2190
"213888_s_at" 9435 5119 12174 11174 12933 14281 10929 10593 12837 10117
"213889_at" 6346 17648 18219 5073 20929 21898 21288 597 4597 18616
"213890_x_at" 16881 14807 7740 8772 13781 15733 7778 21502 9647 7226
"213891_s_at" 8693 5155 8800 9719 18269 7069 19963 9266 20026 14496
"213892_s_at" 18728 17313 16061 9357 5399 6180 8757 7020 3412 5600
"213893_x_at" 17924 16081 6345 18720 844 5314 5960 10428 7678 8961
"213894_at" 9500 10837 1957 4905 21216 8790 9794 14914 14389 13728
"213895_at" 11771 4926 14218 3984 2651 6460 18583 17000 20132 10753
"213896_x_at" 14923 11096 14454 14286 8070 1729 6716 653 16884 3210
"213897_s_at" 7065 14325 15432 7455 3220 3641 1884 10595 8582 2541
"213898_at" 6305 556 13588 12196 3793 7310 17335 17356 9201 20572
"213899_at" 1450 2704 8416 13718 10608 3062 20893 471 19618 4618
"213900_at" 712 3179 1441 4788 19954 2429 11930 18201 16395 19023
"213901_x_at" 17306 17282 5714 8253 15027 158 19907 2765 3495 7097
"213902_at" 22133 15452 21860 3417 3644 3517 4784 5582 21042 5864
"213903_s_at" 11778 817 14001 12634 9112 2688 15836 13311 21683 21397
"213904_at" 5013 11622 11498 13617 7287 13993 17700 20355 16345 14623
"213905_x_at" 22212 21907 22180 19093 18110 12452 11716 18248 6997 2062
"213906_at" 15914 21859 20724 20305 1250 20993 9544 11564 9185 17916
"213907_at" 1981 1601 2895 1956 15880 6220 5831 10368 17517 18793
"213908_at" 10733 10983 10223 10603 13522 12119 6252 11907 16859 21768
"213909_at" 2673 419 16408 3065 21601 7739 11254 14027 2969 12257
"213910_at" 14530 6554 13565 10292 6444 6566 18323 15307 14656 11210
"213911_s_at" 7753 11902 17207 19018 2122 16268 19019 11247 19203 9422
"213912_at" 18999 22069 16954 18128 5263 5497 10589 11798 846 21365
"213913_s_at" 6492 15485 18420 5659 3049 17107 18591 738 16938 17815
"213914_s_at" 10541 10255 14160 3142 18065 8774 14463 15392 12979 4538
"213915_at" 12361 8418 12361 13259 9744 12748 16302 7875 13193 13023
"213916_at" 15794 15317 4272 17691 3069 6104 1845 10250 8707 18302
"213917_at" 19221 17995 193 1080 13849 14322 15139 13948 11913 15154
"213918_s_at" 19790 20692 6076 9413 3622 1519 3880 286 5846 8109
"213919_at" 91 239 524 7151 15600 3859 14385 16725 282 21534
"213920_at" 14167 10699 8963 14160 14380 13108 17261 21330 12139 13989
"213921_at" 7131 18342 20714 21275 1283 7067 9716 16444 12995 13184
"213922_at" 14121 11277 11926 16063 13146 4806 20998 22004 18619 9307
"213923_at" 8615 5001 18210 16805 1798 20863 4845 4131 8298 9680
"213924_at" 8983 5611 9924 11013 7869 12779 10752 17332 21326 10228
"213925_at" 20518 17895 22250 17037 21795 14789 18600 20298 15574 11662
"213926_s_at" 21350 14272 21877 21144 20262 606 21152 548 21875 2883
"213927_at" 5020 19376 6474 18244 4301 3985 6499 15476 9423 17791
"213928_s_at" 20882 17930 4649 21135 13977 20459 18366 18256 20232 20897
"213929_at" 10995 7324 11692 12307 8302 3230 6502 3250 18698 21661
"213930_at" 12914 3761 13653 2972 9248 18566 21232 22261 8189 8258
"213931_at" 14692 3413 3011 2977 11949 19650 4821 578 8258 19561
"213932_x_at" 21032 18305 6684 19592 17603 21462 874 11095 4167 5303
"213933_at" 11416 1475 8516 7077 7119 8694 18298 19126 14603 13303
"213934_s_at" 10558 11424 11743 10959 18622 17244 2544 11601 4249 16814
"213935_at" 12772 8829 12670 13625 8954 20941 4275 1927 8787 3461
"213936_x_at" 18804 19489 4629 17693 19758 1303 21806 12051 17045 22278
"213937_s_at" 6214 4722 16051 7042 5710 2145 6249 6751 17221 288
"213938_at" 12549 11403 14590 11576 13415 10620 10697 17065 10973 10663
"213939_s_at" 15401 11961 15139 652 6780 22180 4115 11018 19259 20154
"213940_s_at" 20292 21740 20434 20237 768 16905 20858 4782 6023 1734
"213941_x_at" 19577 17422 18799 8917 6239 5095 19275 21349 18642 20098
"213942_at" 3628 12641 4134 5260 18200 13423 4201 15176 3041 436
"213943_at" 8879 5765 8796 9733 7180 6547 5024 10106 21088 11308
"213944_x_at" 2502 13351 8226 5834 5648 15484 21818 14724 3131 21268
"213945_s_at" 21990 12818 18974 18886 4902 901 19422 10753 16860 20748
"213946_s_at" 21174 21678 22104 22172 9043 8137 16578 13155 21738 15673
"213947_s_at" 3667 4789 5199 4427 18086 2262 20219 8907 1047 9354
"213948_x_at" 850 15094 2021 6377 19812 11595 18271 17481 19584 20282
"213949_s_at" 10060 3879 768 15321 12959 13113 17383 21138 6614 12952
"213950_s_at" 15940 12303 15602 16986 7542 11596 10631 21129 14261 16140
"213951_s_at" 830 13849 19119 8760 5309 16165 6876 10784 21380 3290
"213952_s_at" 330 418 2052 431 21572 8576 10856 18954 5215 1208
"213953_at" 4392 6423 9790 15802 4847 11031 16048 14726 19435 13612
"213954_at" 11884 10006 14947 12794 14480 19717 21169 19464 19255 22230
"213955_at" 10327 6280 12579 11084 15522 9179 18594 14208 22042 21940
"213956_at" 7023 4308 4252 16404 18769 1150 6914 5574 9984 3093
"213957_s_at" 19799 13350 5489 20158 1806 3712 2422 8814 17759 3955
"213958_at" 2820 529 473 11504 5232 14199 12289 16846 10643 14757
"213959_s_at" 10468 6634 12072 11393 12664 500 11374 14268 21755 6
"213960_at" 1444 1349 2426 1445 21625 11845 9852 15859 11747 12836
"213961_s_at" 14283 7409 14174 14692 11715 10464 15335 18795 15003 14577
