"inst_419" "inst_426" "inst_997" "inst_1055" "inst_1158" "inst_1217" "inst_1642" "inst_1700" "inst_1822" "inst_1864" "inst_2677" "inst_4441" "inst_5074" "inst_5214" "inst_5493" "inst_5577" "inst_6176" "inst_6936" "inst_6977"
"202246_s_at" 13678 6228 13174 15387 3979 4960 13929 16161 19579 9259 16473 14500 16755 15202 14910 18617 15690 5225 14900
"202247_s_at" 1587 2074 18492 16812 13382 368 14058 15 817 5353 2389 5161 5617 15489 3874 3546 3376 2299 1486
"202248_at" 19123 210 21760 11723 22128 2051 18518 2508 6017 140 15226 19183 21108 3762 17140 3848 22145 22160 1300
"202249_s_at" 21860 837 13495 21901 14230 3251 22071 15362 1510 6371 20303 21390 3370 17654 22265 16764 21564 780 1208
"202250_s_at" 17774 5165 1273 19009 1106 21466 21277 21764 21697 8224 3874 19235 21643 19774 21067 17370 18855 20448 17310
"202251_at" 18198 3389 12862 18179 19869 4435 2931 18696 7434 6916 15794 16228 15936 17678 7601 13342 19450 3753 20524
"202252_at" 15000 1622 11877 17970 8219 15381 15241 15346 7554 16090 1843 18473 16897 13184 18901 17783 1123 1628 15329
"202253_s_at" 16313 19613 20781 15094 16373 3803 18764 3178 4480 21784 12715 3467 20451 2824 17535 12438 15093 19645 22244
"202254_at" 4181 12790 14972 13599 10169 19782 21383 20675 21311 21589 16740 19684 15078 4191 18649 3221 1569 19926 12996
"202255_s_at" 21882 19852 18149 20221 2640 1311 1006 20580 4117 5847 402 20059 5935 18486 4751 18897 3734 16207 16592
"202256_at" 3209 15472 19384 22056 20852 21520 13447 18684 6653 10632 21462 17207 18538 15902 5854 18481 16824 2801 18754
"202257_s_at" 13020 17170 18864 2252 15416 17615 16809 20171 5440 2927 21431 21120 18341 5120 17957 18278 13428 2404 3532
"202258_s_at" 16475 495 18313 19352 16852 17286 15566 15951 5458 4785 13199 19869 17200 4508 5155 11739 18525 17957 2420
"202259_s_at" 16961 5474 22259 18239 16438 15380 21568 2626 4293 5732 20109 17823 3791 13615 21267 20710 19933 5149 20185
"202260_s_at" 2542 3070 17936 20986 1748 19453 679 5791 3707 8348 19825 18963 7140 789 7842 17475 17952 19643 18023
"202261_at" 14715 6499 16524 2724 14761 17519 1538 15895 7184 6571 16047 17721 15924 15574 18522 16064 17557 5592 2178
"202262_x_at" 1952 239 12010 15552 6729 736 21053 19261 18454 609 10653 18718 19016 3205 16212 10595 3536 20972 14093
"202263_at" 11912 15130 17254 14629 16377 14612 2446 1542 2784 5189 13937 20586 16228 3871 17186 18161 21168 3239 17272
"202264_s_at" 12099 5177 15242 20738 20718 2434 17651 19711 7585 1697 18789 12718 17512 19310 19763 14325 18230 21010 20374
"202265_at" 19340 16637 16003 18437 1487 17500 16671 3836 17242 4263 15599 12123 2606 15731 15565 13978 12430 6781 14104
"202266_at" 13435 5055 14082 20417 13861 16711 18001 17296 19152 7260 16861 6449 14674 17417 14796 15721 4391 16269 14961
"202267_at" 1044 21968 1925 12338 11439 14034 2865 579 2524 20227 267 12900 648 18706 515 18751 6967 15663 12905
"202268_s_at" 17723 3909 12323 2007 18689 14117 19978 16174 20496 7965 19959 5300 17963 4412 17590 11131 4277 4228 14869
"202269_x_at" 7141 11496 3817 12881 745 2441 9155 3068 17129 17733 1213 5066 21129 13637 9377 16904 16221 18704 6422
"202270_at" 5097 11131 2972 7154 7800 12215 7702 6946 4723 15337 7806 9704 9107 7612 8094 6609 8720 9183 7526
"202271_at" 18808 18125 20392 2950 16361 18893 18906 15519 6705 5618 18212 4970 14862 18388 7488 12812 18554 17318 1645
"202272_s_at" 11298 1530 17079 18125 16116 20070 19243 4961 4764 2647 14902 18915 16004 4444 17860 11427 18110 2312 19178
"202273_at" 5265 12975 4423 13964 9657 12341 5843 12650 9068 20420 771 7506 12347 6702 13736 4639 8468 13394 10290
"202274_at" 1512 20592 497 4210 5616 435 1184 5152 8079 7917 9566 22278 21632 379 9542 11748 11009 12271 20163
"202275_at" 11339 15624 11880 16612 17830 18586 2734 18566 6487 4963 17676 4308 16966 527 3390 10047 20216 3883 3717
"202276_at" 21001 2824 15280 17403 21056 4050 20851 1960 18313 7743 19975 6252 7134 5171 14947 12974 4221 17917 3327
"202277_at" 14317 6073 16198 19826 14906 18261 14272 3182 6625 4882 18864 12624 6589 12401 5285 11688 14197 6849 3632
"202278_s_at" 18822 5326 15157 20995 961 2730 1554 15309 4443 2097 16357 5167 18999 13523 2080 19604 10692 282 16062
"202279_at" 14157 2068 15484 14732 16557 18138 15684 5813 5420 9133 12193 12871 19338 4111 18179 11614 12627 4874 16487
"202280_at" 7955 8882 6437 4074 7896 8868 10863 9505 10724 15626 5527 8156 10288 7916 12971 5953 6990 11304 8549
"202281_at" 11449 20037 15915 22201 3642 21152 14772 17595 19000 7655 18823 2317 16133 20641 14715 18789 2162 5384 19718
"202282_at" 13961 16220 12458 16319 14939 16195 2940 18140 7677 8705 10829 14498 19648 4042 6892 16322 15867 5877 15592
"202283_at" 8534 9463 4242 9450 7647 6765 13622 11479 13400 19327 10267 10553 15192 10483 10454 274 9673 15227 363
"202284_s_at" 16828 5622 15866 2029 19341 3108 1671 14944 1795 5360 21408 20460 142 4452 4750 1935 22269 1655 15730
"202285_s_at" 5289 13504 9077 8157 11812 11318 5918 13539 16001 19262 7243 10949 10816 10266 12688 8209 5074 9016 11115
"202286_s_at" 14322 7068 16394 15167 7853 2855 15027 16782 3894 17332 9921 13225 869 4013 5744 11003 6604 6982 16064
"202287_s_at" 6283 11577 6497 10886 13357 12740 5965 8955 13732 12985 11782 2249 11201 12294 4080 4915 5582 11958 7924
"202288_at" 17001 17675 1691 15889 18664 21756 445 5289 1218 8884 3339 6155 7894 14561 21241 3158 2882 1729 18985
"202289_s_at" 3663 1803 18513 17055 9045 20885 18499 3965 19971 16521 3421 14240 17429 18514 6651 11460 966 17010 20658
"202290_at" 10837 21151 12825 1161 2904 636 14468 3287 4130 10788 17617 2047 19935 278 4239 3027 15141 18046 3361
"202291_s_at" 15346 591 17152 1024 13083 6154 16402 14754 12548 20073 18365 5935 6995 21675 7116 17815 12874 18336 20111
"202292_x_at" 19147 17651 20875 2541 3503 15223 18526 16464 5385 9507 3051 14260 7991 1441 18887 17721 20694 5284 13826
"202293_at" 20924 5769 14218 21093 19589 20226 19391 5460 3413 1814 19376 12169 19124 12463 5683 19259 14832 18092 3285
"202294_at" 14325 15344 15107 18916 2928 15717 18037 4036 8062 8390 4792 20540 3929 13600 3370 12705 18882 2511 2792
"202295_s_at" 13104 1896 18296 19425 191 14373 17586 15731 5158 1189 14162 20018 5099 2931 6952 15835 17135 16986 3530
"202296_s_at" 13677 19665 14017 18768 16111 18834 18896 20473 7281 9764 12266 12003 17781 12539 17709 13627 10919 18295 2771
"202297_s_at" 15196 6599 17291 1818 17848 16312 19680 5504 17496 9525 20345 13105 17761 19304 18380 13193 17735 2695 15501
"202298_at" 17128 18395 18489 14900 1316 4198 18307 15901 19893 7273 12289 13973 17097 2111 4669 11039 19593 6108 17675
"202299_s_at" 10697 5226 13558 2589 17464 13579 13517 14969 5183 10435 12724 19348 15792 12727 6110 15526 13377 5130 14796
"202300_at" 13939 7242 14270 17453 17525 14743 16780 19669 5122 1782 16246 14005 16357 12935 4885 14674 15486 18831 17157
"202301_s_at" 18158 2796 12398 2872 14676 17892 15570 4331 1642 5069 16063 15939 16295 20496 15344 13394 14353 16094 16828
"202302_s_at" 18130 1985 14934 18837 3696 17253 14339 19102 3421 6751 11886 11934 19276 2110 17499 17054 14582 6962 16342
"202303_x_at" 12459 21853 16153 17173 18720 19842 18556 4627 5199 7328 17902 17742 7527 17203 2908 18096 18081 17447 18454
"202304_at" 12260 264 17328 19414 15042 14400 18717 1650 2073 1790 14602 14823 1457 15027 4019 18360 17091 19857 20044
"202305_s_at" 13617 15307 19397 1948 3610 3141 13963 15646 7092 6755 3594 18440 20199 15686 18978 14577 18807 16368 16643
"202306_at" 12589 18137 16538 16391 4311 19623 13209 17791 5191 6121 13630 13412 18518 4420 15817 13688 12902 5414 4232
"202307_s_at" 6097 6651 14354 5781 19712 14019 1650 18975 18060 2343 11505 14155 1442 14253 19586 21183 20768 5331 1426
"202308_at" 19801 20988 21828 21261 1152 22067 15464 17871 21196 3090 18380 13254 4624 21590 3482 20650 18017 18352 18699
"202309_at" 14997 4745 14843 2757 14979 16052 15905 5510 17749 6532 17490 12910 17102 13264 16897 13651 13891 16569 15199
"202310_s_at" 10627 13586 10647 5889 6832 2262 18194 21763 3475 15567 8525 14289 20624 12580 3507 1342 7562 1436 20692
"202311_s_at" 9184 14384 2900 3956 4499 6314 9614 6327 14403 13090 9821 593 9121 6080 12933 4443 6108 7108 8536
"202312_s_at" 1456 2567 9930 12019 11164 7505 5566 8924 14702 13348 5533 21894 5512 1205 10531 2891 2984 14823 1402
"202313_at" 11699 5406 17310 18382 17137 17782 14321 16486 3243 3221 12400 15106 4735 15643 7441 15701 13760 16570 16190
"202314_at" 15265 21243 13122 19747 16504 799 18534 768 1505 4637 19833 16301 1894 21109 4686 19676 12201 17243 4098
"202315_s_at" 14065 1660 15326 19710 21064 14512 18203 21826 6041 6933 21913 4539 18553 21060 15415 20323 10753 2808 16380
"202316_x_at" 462 22262 1476 17098 21065 18063 16046 5757 7695 2527 14670 3517 14561 14983 541 14562 20901 3050 17480
"202317_s_at" 13764 233 20943 18563 19648 19520 15507 17740 16879 8505 13179 5510 7662 18001 15226 19252 16305 5545 2418
"202318_s_at" 18118 5437 17404 1743 18102 4971 15800 3119 2338 4360 18991 14790 4940 16577 7780 15586 19263 19736 16712
"202319_at" 11839 19240 14178 14315 1004 16915 20848 3045 13055 6714 11401 3270 17120 293 3694 20923 18112 899 13564
"202320_at" 19849 4483 16657 17378 602 21090 21907 19813 4881 6039 20822 5786 15969 20242 20002 13708 17024 18218 19473
"202321_at" 41 2941 1919 16920 245 20377 15950 668 19433 408 13868 19267 5243 17444 15063 14364 16085 21461 22125
"202322_s_at" 2459 3556 16405 17699 15224 16228 18963 18959 17038 2627 12391 16739 19941 13045 4652 17962 16181 18201 17118
"202323_s_at" 1215 18884 15210 20526 3144 4829 13748 17723 4445 679 13643 13930 2511 2606 1940 15345 17321 2949 21145
"202324_s_at" 15053 19150 13210 17614 15287 4426 13104 18478 16779 1145 12089 12622 5204 15810 3496 14279 15178 19405 18404
"202325_s_at" 16682 3366 11748 15853 17664 2875 14207 4880 7402 10209 17700 6409 15659 4866 17002 10815 11070 16955 15059
"202326_at" 14776 3852 17057 17495 14933 17062 18072 22119 19245 5864 13300 18998 20511 2869 16984 14432 12445 17298 21031
"202327_s_at" 12041 16386 2512 10873 10985 7311 5418 11589 9922 20378 9695 6889 13250 10633 13348 7917 8216 8669 9430
"202328_s_at" 12656 17599 20844 5071 19244 18488 19908 17687 3330 21298 4415 4819 186 2225 1490 11627 11512 6550 20495
"202329_at" 16325 18116 20192 22057 18638 4741 17246 4021 19303 4295 20805 18417 1788 19764 20296 15804 14986 18887 17006
"202330_s_at" 21263 15845 16796 19058 18591 19484 13814 15522 20151 20658 21043 6328 20322 3273 16412 10123 17522 16777 19722
"202331_at" 16445 3139 15133 18441 4356 2015 2977 19755 4834 3495 18925 19288 3275 5142 16115 10418 13413 4032 13671
"202332_at" 746 3657 20905 18297 3295 18096 1387 5744 4050 6130 4830 16234 5430 21645 21700 19174 17868 20148 18491
"202333_s_at" 15040 19432 13750 2687 19249 5040 19153 1108 5519 2236 18190 20591 4438 1837 5346 18438 16698 16630 17131
"202334_s_at" 21097 2790 17803 1404 16940 21976 13117 706 17497 1053 20914 4105 3868 2158 4151 20943 4383 16041 21976
"202335_s_at" 5706 9624 2358 10442 6574 6413 3196 12757 8912 14251 4096 19085 12188 21119 14551 1004 14777 15431 10418
"202336_s_at" 22255 1432 16033 19566 14620 4493 13725 4846 3490 2950 15449 6108 3025 13517 15172 11166 19937 5931 18433
"202337_at" 11791 5536 18808 16436 18606 4353 1697 5798 20788 7065 16285 16530 7243 18945 3679 18312 18726 6730 18688
"202338_at" 16717 590 18325 21253 17296 18585 13677 17525 6585 10555 19618 20769 19391 21324 15250 13730 17208 20378 4480
"202339_at" 3086 14667 13053 9878 21764 12871 746 16705 1268 10486 2053 4954 18735 807 20009 970 20093 21651 18094
"202340_x_at" 17912 9155 8298 11930 14226 21378 2674 11732 172 761 3185 2685 552 3717 537 17402 12358 464 654
"202341_s_at" 5500 12814 14826 21098 13355 2000 1465 5698 520 16611 1271 15658 16169 15363 118 19562 1226 17796 20320
"202342_s_at" 11974 1597 20083 21218 10137 13904 13016 817 4909 11431 478 14965 5238 4813 739 11210 875 5097 21207
"202343_x_at" 3594 5833 13391 1218 3527 15757 17173 19920 7796 9439 11373 14703 16725 5192 14825 15820 11329 6602 14846
"202344_at" 1676 3347 21682 994 22114 2290 1532 22174 2054 22228 17112 21498 17032 15620 5192 1176 21575 21934 19746
"202345_s_at" 20947 828 21374 20934 17593 15957 19130 3096 20216 10625 15433 13092 17608 20989 6397 15104 15833 5958 1140
"202346_at" 20854 7058 19043 20351 19960 18068 18003 17278 4907 2368 14854 13944 15015 16727 19650 20633 13753 17167 14248
"202347_s_at" 18453 17594 13549 16003 20745 17938 14993 3824 17722 5793 19367 19690 6412 4965 18393 16399 14774 958 17543
"202348_s_at" 3229 15743 15826 1886 4354 19958 20748 19488 19797 6614 16849 15093 15187 4748 4058 17963 18983 3081 17304
"202349_at" 15572 11014 19096 16779 669 18084 14586 3878 5862 9184 12884 21486 7191 3619 6830 12309 14533 17622 3802
"202350_s_at" 18171 3263 17353 17925 10960 2818 3057 4743 5503 13708 642 18138 5996 13733 20592 17365 697 3869 18313
"202351_at" 18356 7010 14906 16267 2930 20643 19868 14941 3541 4274 5006 16712 2792 19326 2506 19835 20779 17884 3554
"202352_s_at" 18283 3026 2323 14258 17927 2288 14261 5555 7397 6681 17550 12420 17470 18868 17746 14271 13770 6779 4441
"202353_s_at" 18256 20895 16081 19809 19906 15321 13268 17274 20811 5773 15182 12005 19231 3864 18466 12588 19616 17610 16993
"202354_s_at" 1343 19300 1377 19901 20341 20309 19623 16896 19136 21284 16991 19001 16319 18011 16246 16472 19894 82 21382
"202355_s_at" 18044 18633 22032 1280 14980 2207 20628 20769 17913 2639 16431 12507 21254 12553 19638 11663 19519 21320 2656
"202356_s_at" 15076 3088 17177 1438 14151 17744 20958 17797 21792 4088 20754 19038 18431 19903 19919 18295 16446 20544 16413
"202357_s_at" 1002 11605 4772 11298 6204 12817 8122 8683 16316 10803 7170 11248 9181 1500 9443 4777 10020 9683 8821
"202358_s_at" 21472 18123 12317 298 1513 3853 941 17991 5518 11329 2956 12567 20083 4318 21571 2529 18832 22276 21458
"202359_s_at" 17670 6760 15409 22235 20233 1830 18683 3734 18538 2477 18237 5828 14716 2573 3702 3674 16320 18297 19474
"202360_at" 18645 4388 13891 18411 18113 18720 17697 18049 20070 8078 18072 15786 18971 12483 6434 16276 15967 19998 19109
"202361_at" 2236 17763 12856 20170 15594 14067 16964 17907 19410 1834 13485 6141 5393 18551 5720 17561 18840 16644 16323
"202362_at" 18361 6480 14900 17049 16973 13581 21137 1676 7745 11298 11024 20818 19052 16751 15985 3381 12701 3328 18550
"202363_at" 20101 18676 10906 3309 6508 13275 11628 13676 4880 12902 16967 18893 3241 9248 9732 7054 9646 872 11995
"202364_at" 484 6614 16247 14220 2330 14574 3417 2125 1681 9233 10892 5222 2007 2337 15667 18772 10868 2852 13673
"202365_at" 17118 15251 21212 18729 19174 21588 18122 20842 19829 6610 10715 17010 19547 13831 6741 15207 1284 1509 19423
"202366_at" 17892 2609 760 9967 2508 16123 2310 21053 18738 2171 14320 21229 21491 2631 11480 14687 382 15360 6525
"202367_at" 20531 3069 15480 17802 10729 15119 3605 5885 20116 199 16865 18465 16663 1334 17510 12797 21543 20092 2820
"202368_s_at" 12094 17544 21754 18918 22140 13627 54 4173 6196 573 21147 16835 19465 20312 21515 11890 12683 21851 1581
"202369_s_at" 20594 20649 16496 18802 15763 17044 17137 17141 6950 1138 21507 5849 7549 4231 7828 16962 18118 6441 20277
"202370_s_at" 13750 15227 15960 2864 15260 15162 15946 15992 17515 5557 16338 12583 16452 4143 15843 12858 17420 4648 16876
"202371_at" 18675 3059 13225 20881 7783 15344 14285 15677 17091 17803 5520 13726 15848 14131 16621 11544 5644 5489 3462
"202372_at" 1352 2 14622 21143 17339 4559 16404 3723 8120 4128 18317 14708 7115 14570 20239 16519 11588 17155 1975
"202373_s_at" 18354 20456 13232 17346 2700 17222 12950 19493 5116 5865 13423 15260 7977 12523 7611 16822 11749 18447 3710
"202374_s_at" 18046 5907 12755 2092 1452 19763 18002 4845 4393 4284 17730 1564 4756 13856 4247 3214 15479 5610 18553
"202375_at" 21278 18195 11662 20028 21054 3524 3723 723 556 430 14545 22064 179 19307 1048 14382 19557 1974 16351
"202376_at" 14966 2883 16536 21366 5833 5681 13900 2706 9271 16601 8959 10169 9800 1948 505 13038 614 1258 19693
"202377_at" 18664 5616 17460 16487 18680 20531 13238 3659 5435 3347 14086 14658 4695 4102 14937 15402 4021 2782 19167
"202378_s_at" 12449 16710 14979 20104 14400 21343 21262 5440 6192 3829 16112 21235 14848 1418 2821 3229 12983 21242 1568
"202379_s_at" 19524 4774 12735 18493 16639 16877 19290 5341 17695 7386 17338 4025 16906 18780 14803 17780 16258 5593 20768
"202380_s_at" 3430 5812 15424 19344 1765 5060 17856 21857 21872 7045 17131 13135 20871 18962 19479 21109 21666 18921 20643
"202381_at" 20877 1167 14414 449 16178 14214 18109 651 4858 8468 18345 13037 4062 20772 7379 15083 14069 2516 13576
"202382_s_at" 16052 4678 21414 15632 18709 17759 19584 3137 19912 3600 19722 18772 19027 3137 5433 13072 11846 21123 21126
"202383_at" 13198 1751 18716 15183 4053 2098 522 18638 76 2196 22091 16274 21639 19035 20355 19098 1565 17767 3617
"202384_s_at" 20264 19036 14054 1517 20223 2938 19455 19229 21034 1483 22159 2743 19040 4211 5498 18946 21209 20143 3594
"202385_s_at" 12026 18459 16898 15316 20361 18025 2504 22124 19539 5343 19013 19483 4328 15463 15672 13824 18306 18387 2229
"202386_s_at" 18396 18735 17510 19283 4305 3493 3128 4110 3652 2344 13487 4402 1787 1130 4963 13234 19102 4279 19627
"202387_at" 12849 15896 20630 1544 16235 19406 14983 19975 20482 11013 2210 4390 6155 15632 5143 19508 18034 2170 14357
"202388_at" 8469 12955 1121 9448 2825 4457 198 10241 1028 1293 19451 12721 5356 5167 177 2239 15523 9363 13561
"202389_s_at" 2395 15974 12235 21247 380 19134 20350 21412 21534 3767 1354 14792 21183 21685 3523 11994 3258 861 19884
"202390_s_at" 6191 9416 11599 21229 2060 2147 956 575 18607 4819 3348 1695 22194 13224 21961 2198 1161 22255 13714
"202391_at" 11500 2397 12840 2708 15462 13843 14142 19406 7370 4476 14083 16181 14563 15644 4688 13323 15408 4815 4047
"202392_s_at" 396 5653 21416 22021 22022 20730 2597 20032 19061 8277 16940 5537 18865 2924 3304 10190 18334 5937 17532
"202393_s_at" 11929 2828 19711 1462 21413 18915 19423 3210 19362 8791 15543 3344 7610 15798 4043 13432 16796 760 2680
"202394_s_at" 1446 20423 12721 1850 130 3801 21326 20264 19456 2436 3403 20623 4491 15499 5635 11071 15555 3096 19958
"202395_at" 14996 3516 16830 21595 14699 19122 20078 19900 20008 6451 10937 12328 18154 12486 19255 15276 14709 16047 15802
"202396_at" 20519 15142 20692 21455 19734 15476 19605 15776 20363 5728 20759 13790 7607 19765 19309 18376 18597 5462 14196
"202397_at" 17933 18597 13600 544 18943 14934 16747 19245 920 21568 12666 18199 8176 15628 14748 12269 18064 4747 2586
"202398_at" 3766 927 18023 19694 8256 13849 21168 17735 12534 5645 18603 21837 20238 21595 4172 10326 712 22005 19853
"202399_s_at" 17193 3864 19772 1512 17424 17213 16094 19370 2891 9772 4683 15554 17540 12985 17215 15920 11970 4785 16637
"202400_s_at" 22106 21146 7346 13533 10025 5932 5737 11635 16028 14654 17656 16257 12448 8811 3802 2564 15292 15634 10178
"202401_s_at" 14817 4017 12739 2203 2290 1192 450 20775 18884 6380 18803 14124 4373 18614 21805 10000 13496 22231 19639
"202402_s_at" 2531 5350 19739 16382 19727 1764 1092 20518 560 3297 18829 17273 293 3460 6172 10584 15460 20302 17933
"202403_s_at" 133 391 8947 5518 12863 9703 6021 11362 13933 10403 10741 10927 9265 9128 872 6565 8160 14290 12968
"202404_s_at" 10158 9972 7163 3829 10429 12704 5827 8633 6257 16671 10661 265 1233 6436 14486 13490 131 12995 4996
"202405_at" 15173 22151 1243 1610 16547 14055 16669 20260 20171 837 14422 16196 15140 4886 18062 18699 16525 20146 2417
"202406_s_at" 14070 17893 18645 14200 16448 14355 17191 20750 17021 5117 12019 16851 5978 17854 18278 18242 14562 16441 18518
"202407_s_at" 19712 15151 11811 16065 20004 15898 21587 5655 21269 2822 12726 14868 19502 3719 1730 13592 16602 18985 14078
"202408_s_at" 17663 17943 15832 14574 18009 3324 13889 19133 19649 9699 16242 14522 18681 16287 7824 18176 19924 16396 17279
