"inst_5925" "inst_5930" "inst_5972" "inst_5977" "inst_6893" "inst_6898" "inst_7083" "inst_7088" "inst_7506" "inst_7523" "inst_7528"
"202574_s_at" 19183 7083 20223 5880 18382 18045 15136 7579 3479 6240 4823
"202575_at" 4702 16215 11843 17916 19238 7228 4502 19591 2892 3792 18943
"202576_s_at" 3079 1968 8917 14637 17286 20225 16153 17843 5448 16593 19707
"202577_s_at" 4813 6205 18116 4667 15746 3847 4211 816 15993 14226 3679
"202578_s_at" 14711 6852 3975 16396 13790 9195 18744 3577 18210 16067 2092
"202579_x_at" 15813 15216 4320 13944 1448 7075 14037 4101 21076 13589 14810
"202580_x_at" 19499 19006 5916 18411 18154 5408 3776 7674 17925 19432 20438
"202581_at" 6803 975 2524 13863 12098 8047 18108 536 16801 19638 2790
"202582_s_at" 6895 8689 5464 19864 11423 2964 14989 5675 14595 16228 15571
"202583_s_at" 18036 19635 7637 17348 2560 18188 21195 20245 2646 2668 22043
"202584_at" 5899 15434 5647 13736 3847 1219 17773 6171 18327 18635 4483
"202585_s_at" 21478 818 21 15287 222 21575 1137 7387 20399 1232 19134
"202586_at" 4106 6442 10946 6237 19577 22027 19028 21167 16045 3076 16643
"202587_s_at" 8830 5788 10571 8679 18105 4389 2625 19101 3018 17029 2082
"202588_at" 159 16877 21861 4041 17043 21431 7147 20724 3596 467 295
"202589_at" 6096 8135 10699 7627 12906 9180 14723 6427 13935 16277 16950
"202590_s_at" 2034 436 9516 15647 17245 21869 19895 456 4572 22274 6500
"202591_s_at" 6288 5163 10380 8082 2349 3296 4483 5857 15309 14407 5720
"202592_at" 494 19034 20032 17826 17507 2689 14426 6727 5081 19822 16951
"202593_s_at" 3633 3478 6417 1758 919 19096 21747 1469 6216 15280 1310
"202594_at" 18635 3932 3498 8714 1925 7759 13786 5540 17144 5152 16002
"202595_s_at" 8547 15844 3276 19633 15201 3705 19438 7196 4592 15914 18917
"202596_at" 7790 6115 8350 16096 4664 9700 4775 7526 5001 15987 17186
"202597_at" 15239 20633 4613 19523 13191 22089 21494 17630 18980 18228 18935
"202598_at" 16543 16996 17553 15631 11526 6576 2051 18040 4514 15471 14397
"202599_s_at" 17701 2218 2542 7843 1342 2434 17235 966 4330 4052 2555
"202600_s_at" 6019 4043 4123 1449 2387 4436 20215 5406 15219 14312 3286
"202601_s_at" 1585 4763 69 1800 11135 21635 3895 22256 17138 19037 14713
"202602_s_at" 19431 4919 1380 7601 1683 944 14039 2232 18561 15156 4779
"202603_at" 17860 7072 1350 14998 15080 7323 16912 1900 6885 16914 18973
"202604_x_at" 14845 3085 5879 18121 21133 2167 20015 8375 1081 913 3346
"202605_at" 17961 7346 17783 8000 17394 8731 14533 5723 14404 15349 5517
"202606_s_at" 18259 15423 2944 15571 12208 4935 15986 3351 1759 17814 3894
"202607_at" 17424 16997 2936 14081 2961 6227 16564 7597 20753 2656 18911
"202608_s_at" 13960 15597 20062 151 1327 17211 12072 2714 10001 21292 13231
"202609_at" 16769 16423 6495 6094 2430 3836 4391 5935 3713 16073 17044
"202610_s_at" 5546 3696 1296 18448 12573 4164 19510 6125 551 15521 20505
"202611_s_at" 17912 3045 4014 8164 11848 2576 334 19485 4684 22031 19133
"202612_s_at" 12939 12621 14014 12545 6817 12596 7444 11587 9201 7999 9269
"202613_at" 15016 2422 3389 5735 14578 9819 19479 2587 2330 5297 17686
"202614_at" 18288 4208 5608 16427 13537 8224 20171 7412 5024 17402 5200
"202615_at" 15141 21409 7617 471 14939 3625 18780 20761 20125 6558 17292
"202616_s_at" 14467 6557 2554 17248 3891 4404 10305 3532 14348 19594 3022
"202617_s_at" 4012 2415 4923 7380 4680 8745 13926 1616 19953 15582 4218
"202618_s_at" 21627 1273 18851 103 16508 2871 15054 1393 14782 1466 1691
"202619_s_at" 5371 18426 7331 15213 11592 9789 20909 8299 15919 4772 18901
"202620_s_at" 16791 6665 5264 13900 12551 4831 4418 1261 18361 17455 16496
"202621_at" 15704 15818 9087 14924 20817 7672 3174 7486 14299 6954 6135
"202622_s_at" 7686 5364 8101 14413 19242 5247 18043 1506 22034 2575 18809
"202623_at" 17342 18288 11150 17782 17588 6975 14343 8631 6550 14629 17568
"202624_s_at" 2374 18070 956 20502 22270 1588 12 21945 21768 16858 3110
"202625_at" 15544 1765 4140 8727 11802 1600 492 3876 1172 21265 2774
"202626_s_at" 18164 19288 3093 4126 12567 3565 2380 3748 19096 21070 15983
"202627_s_at" 2360 16413 16125 18807 13900 15807 8696 7979 11646 9979 19829
"202628_s_at" 13488 20640 11328 19573 19530 15309 10897 7406 9067 11833 17975
"202629_at" 17950 16641 4042 19645 12854 5126 16811 20873 15525 16189 19409
"202630_at" 15966 7614 8667 18920 13733 5428 15846 4141 2292 4281 15068
"202631_s_at" 8918 20152 6915 19297 18262 18290 17297 21397 15802 17927 17039
"202632_at" 18611 2480 18016 5997 13491 8999 19691 4717 4468 16962 5220
"202633_at" 14624 18088 6592 14005 11889 4306 13985 19476 14145 6813 16876
"202634_at" 4734 15979 8444 18300 17663 2832 18034 3454 5908 3561 18544
"202635_s_at" 15765 7647 19315 13770 11340 3928 4706 5011 15975 6166 17104
"202636_at" 8004 7284 9391 6104 4772 18121 16403 20927 16451 4190 20369
"202637_s_at" 2501 19480 639 20043 4852 20027 13069 19385 22250 17722 2781
"202638_s_at" 12743 3440 9204 21596 20481 10239 12689 21562 6667 1328 4140
"202639_s_at" 21207 17078 21577 18862 21412 5252 19882 18386 21627 20788 14982
"202640_s_at" 16155 5267 21502 14522 18610 20915 2580 19271 2124 18262 3666
"202641_at" 6138 16965 7126 14761 14131 3690 2438 19147 16309 5730 17328
"202642_s_at" 19511 16584 2155 18799 13937 2235 16282 3205 17284 6721 14816
"202643_s_at" 1460 443 961 20467 210 16379 8953 6729 11651 665 6532
"202644_s_at" 19328 2254 19297 321 693 2480 13552 4932 22138 21042 17113
"202645_s_at" 4098 4623 17763 16160 18958 18544 19932 6288 6715 4003 4475
"202646_s_at" 8946 7531 6984 19085 15090 5573 2800 7628 6411 13829 4277
"202647_s_at" 16506 4018 4973 19699 1199 4021 16789 19668 18370 15871 22201
"202648_at" 17841 19500 17568 7432 886 20934 1002 2818 1276 2023 21726
"202649_x_at" 11629 7139 14637 11337 12805 19684 4746 19302 14507 6333 5331
"202650_s_at" 3900 8461 10000 17652 4457 9413 14903 1316 5554 14643 15450
"202651_at" 18528 6273 2645 18588 12848 1924 17319 2508 3921 3428 16081
"202652_at" 14097 13013 13951 19513 22183 17676 10767 17031 11439 13136 15247
"202653_s_at" 19080 8050 3066 14226 14956 4019 15632 4944 4614 2971 15491
"202654_x_at" 16173 15904 6777 18867 1035 3723 21755 8073 4977 15637 17689
"202655_at" 15846 7091 5471 6578 12981 18368 16633 5871 18666 17969 3891
"202656_s_at" 18121 2317 1426 1650 872 6674 4397 1748 4605 20762 2513
"202657_s_at" 15056 1460 6319 3002 1530 3661 1252 1612 20521 6104 1577
"202658_at" 6814 18799 3131 20540 19082 7216 18880 20500 5607 13936 19982
"202659_at" 20070 2896 19739 4292 13633 5434 1121 3055 5872 4379 1478
"202660_at" 7489 6987 801 20063 509 2015 527 361 1244 18843 1012
"202661_at" 21412 18311 4478 21893 8426 15554 6496 15211 12461 483 8871
"202662_s_at" 14890 2591 18570 21683 1822 19491 11279 15256 19475 252 21749
"202663_at" 18049 852 19689 7662 3439 11187 18456 11344 2751 12730 7800
"202664_at" 18179 3413 21138 18919 20549 10846 6960 9180 7177 8076 4730
"202665_s_at" 2961 17121 13969 3509 449 16722 20776 10217 15810 12185 19688
"202666_s_at" 8325 1427 9063 18092 2502 1534 16390 1126 16786 16181 3370
"202667_s_at" 21055 6297 1786 5172 22245 8462 2443 20014 17456 19198 1080
"202668_at" 18158 1344 4821 2685 1934 9581 15202 659 6075 6410 1315
"202669_s_at" 3132 2291 4582 1038 4998 17875 3232 676 15402 18458 217
"202670_at" 6276 4887 4889 16768 4123 9453 3009 6180 6625 17369 17781
"202671_s_at" 4665 6813 6793 4323 18743 19091 17889 6133 15102 17272 6047
"202672_s_at" 22254 3274 9359 4043 4624 21957 571 8364 1699 4602 6055
"202673_at" 18674 16009 7099 16824 3692 4109 15841 1359 16632 15596 6597
"202674_s_at" 16392 1600 13744 21564 20213 17685 12392 10723 11046 12506 12197
"202675_at" 2885 3801 7043 13780 1987 3074 2819 5377 18026 1912 4803
"202676_x_at" 754 15143 21416 3407 20299 3624 376 724 5606 4347 19495
"202677_at" 16934 18851 5915 16298 12664 18084 15404 8548 16056 18910 20117
"202678_at" 7561 6750 7420 8046 3281 5326 18613 5080 6726 18451 18599
"202679_at" 16861 19059 4235 16531 11267 5184 3938 17972 16374 5729 17458
"202680_at" 7347 15988 6189 6968 5088 6224 14497 2822 17201 14285 5124
"202681_at" 2918 18734 19455 6792 18879 4458 19364 3675 2638 6444 5535
"202682_s_at" 6359 17477 8840 8743 19939 4563 2699 20144 4703 16944 6113
"202683_s_at" 17638 3718 18541 6774 11486 18260 2545 936 1863 4478 5354
"202684_s_at" 1021 493 523 20459 13749 19992 4334 5068 4500 17950 19400
"202685_s_at" 13458 1592 13148 19650 20208 10495 7586 5793 9292 9331 20597
"202686_s_at" 12021 19257 16481 19483 19876 16325 10549 20271 11291 9116 19058
"202687_s_at" 216 10363 17422 16568 9576 16850 7283 10890 4310 12047 13401
"202688_at" 20743 19953 12969 11887 6546 12194 12924 10343 19861 21558 11900
"202689_at" 20463 3922 9025 17059 17413 1303 15280 6019 18269 2446 18717
"202690_s_at" 8572 3629 11209 14472 2665 4507 3114 1435 6637 6214 2062
"202691_at" 20005 2572 6408 17019 11595 2720 20741 4123 13984 4753 18832
"202692_s_at" 17072 2830 7813 3366 19471 8816 2535 3866 17089 20587 544
"202693_s_at" 5729 16534 2608 8605 13637 1034 16767 6195 15881 18789 5824
"202694_at" 10931 1100 2781 2262 639 13301 8316 17397 13485 13156 9074
"202695_s_at" 17776 18234 8756 17690 11627 15506 8358 7017 8687 1226 17166
"202696_at" 17404 1844 1924 2349 1037 3672 18119 237 17067 15512 1749
"202697_at" 4178 8454 6742 14558 13833 6561 2560 19248 15003 16615 20741
"202698_x_at" 8777 15452 11639 14323 13791 9604 4395 7652 14037 16200 15004
"202699_s_at" 161 4926 11500 2320 20381 1657 453 6909 4472 750 3441
"202700_s_at" 18208 19759 7642 15517 2681 7033 178 2699 1761 21001 19324
"202701_at" 15009 6168 19528 19675 13818 690 21683 4415 20651 17382 19630
"202702_at" 5598 16484 6825 13983 15584 9077 19449 6568 5422 6229 2111
"202703_at" 18384 16690 3939 8554 4135 4654 16760 6573 16879 6717 18172
"202704_at" 16546 5616 18840 6963 1647 5078 15223 2907 5437 6250 5747
"202705_at" 15491 17879 9704 17616 17907 8921 16424 21050 16165 16454 20452
"202706_s_at" 17829 3502 10190 8758 1373 3283 2120 4428 16069 3753 2678
"202707_at" 13519 9051 13151 11511 9099 14357 9684 13857 10659 6658 6489
"202708_s_at" 15118 20606 8607 21049 20066 18620 17041 21831 14244 4217 21611
"202709_at" 10041 8042 21551 20899 8889 6142 12074 7264 19547 424 15098
"202710_at" 17538 2753 1804 14414 3991 3658 13787 2342 2351 16503 6677
"202711_at" 2052 50 14161 255 1862 11321 11238 18475 4726 7729 245
"202712_s_at" 6847 4374 6563 7877 13759 7511 2857 6512 14854 15233 14767
"202713_s_at" 6420 15402 7575 6248 15243 5327 15921 7219 3111 15869 16972
"202714_s_at" 11059 1707 18496 15050 15520 11284 4894 9889 12518 18501 8800
"202715_at" 18334 15159 3936 4919 20528 7924 19201 3521 2721 15264 3589
"202716_at" 18268 18838 2227 7216 2301 20732 19763 21343 20435 21129 18897
"202717_s_at" 1602 3061 2786 16498 13787 17807 21460 4003 17401 3565 21183
"202718_at" 954 2123 19046 2130 17676 3202 19539 2955 6593 4211 3339
"202719_s_at" 2170 19957 8893 20307 13576 8871 1804 20080 20572 19431 6767
"202720_at" 17914 6626 2996 17829 12040 764 3864 5676 20909 16489 18382
"202721_s_at" 15901 17655 6360 15400 11762 5217 20953 7602 2587 18297 21380
"202722_s_at" 18833 5756 3953 6658 3352 1615 16763 3928 4104 15423 19439
"202723_s_at" 8487 5257 1501 187 21838 21426 20296 21738 4943 18575 1866
"202724_s_at" 17695 1641 4388 1409 14359 19605 1122 11980 18145 16163 5553
"202725_at" 20124 21204 2205 4045 17720 1158 1258 21427 16669 6621 20439
"202726_at" 2949 16010 10798 14809 15725 7259 2251 19783 17054 3745 14430
"202727_s_at" 14900 1314 7629 8756 3890 6607 15590 1857 20860 17610 15072
"202728_s_at" 5891 17028 9445 2756 11970 7107 3724 3249 19633 18901 6461
"202729_s_at" 17506 6399 2614 17902 2507 6197 16457 3500 19219 5789 4455
"202730_s_at" 21701 21873 10367 2281 4309 20375 21269 20669 4050 21618 19780
"202731_at" 19548 20936 3501 20888 20732 9757 21194 21003 5870 15728 22128
"202732_at" 19516 19160 10845 17335 19696 9108 20187 7113 14589 6946 21074
"202733_at" 3371 16480 5416 7744 16606 1689 18365 1339 17669 19143 2036
"202734_at" 6797 11414 17567 16322 20180 19597 19118 18933 16564 4120 5374
"202735_at" 8230 5028 21280 2406 19001 8242 1054 4604 5118 3956 3543
"202736_s_at" 5561 16075 11821 16059 19071 19696 21828 19901 6011 5705 14205
"202737_s_at" 14954 7089 8765 16360 16481 4523 3963 1774 4505 16282 3088
"202738_s_at" 6939 8212 3336 16036 17016 2477 14922 6882 4003 14494 20268
"202739_s_at" 5205 6433 18989 16948 19097 4190 2013 3125 1861 21305 4010
"202740_at" 3026 15529 6317 7329 17131 6068 13707 411 6785 2856 15949
"202741_at" 8582 7582 2812 7571 3541 7882 3640 4316 18227 5295 5822
"202742_s_at" 1760 20083 5530 4818 2617 4708 14123 18878 20400 5201 21844
"202743_at" 18205 20641 7041 18933 19616 7185 13936 7539 4481 18155 19307
"202744_at" 21493 481 21612 1079 3665 21104 21990 2347 2735 22256 15940
"202745_at" 16337 4299 5218 20829 14066 8933 17727 6706 14238 15427 380
"202746_at" 11508 13640 12718 13698 5531 12948 7880 17138 7899 12767 9618
"202747_s_at" 13320 14594 13071 12404 14048 12187 10797 11191 2682 11171 11754
"202748_at" 8346 21931 20977 21300 19485 20597 17112 20036 17570 1343 19756
"202749_at" 16465 18276 1121 19257 10921 4465 17368 20322 19035 13464 20444
"202750_s_at" 3055 15896 17686 8308 19690 695 14553 7189 13967 14196 5346
"202751_at" 6634 4834 903 4148 11766 2788 19168 16188 1422 120 21923
"202752_x_at" 12109 12761 531 9728 10073 12322 17980 14263 530 12086 11237
"202753_at" 12041 5916 15073 6835 11114 18078 15175 19414 15104 15199 19144
"202754_at" 6236 4379 6337 5710 785 2152 2377 5470 2164 6500 14777
"202755_s_at" 6117 2670 21835 5444 20501 19996 17660 263 19571 21717 267
"202756_s_at" 1432 15928 7423 6747 17427 18560 189 933 19457 18364 1554
"202757_at" 5589 4892 7802 3284 17179 5972 2019 17662 5828 16288 5544
"202758_s_at" 7355 3113 18338 4492 19647 18246 19659 5609 18719 15541 3431
"202759_s_at" 20122 3663 17183 13891 1396 15476 10129 3853 11010 21937 15869
"202760_s_at" 6537 6271 11861 2433 11733 17355 8239 3084 13111 9721 2900
"202761_s_at" 16912 18299 1971 19937 17878 8829 19690 21268 15398 5103 21772
"202762_at" 18560 1192 2691 3455 1441 7099 4776 4328 16357 20520 2599
"202763_at" 2464 6058 555 17546 18634 151 186 1903 158 1779 21173
"202764_at" 15356 14977 19427 14075 4757 3262 19275 6476 6693 329 2584
"202765_s_at" 9591 22257 20961 21969 433 6337 11560 21915 12468 7533 21982
"202766_s_at" 17606 8152 1263 14953 13767 12198 11502 7223 8755 9059 19538
"202767_at" 2011 5853 20268 16858 22109 20326 20290 6330 5770 3912 19354
"202768_at" 4898 10063 16292 9866 10473 14402 12758 15420 1195 10546 10985
"202769_at" 18747 20823 7107 21224 754 5271 19550 20251 15125 1249 4056
"202770_s_at" 19261 21434 1054 4847 298 17897 2653 21514 21137 9740 19865
"202771_at" 3704 8028 4206 17579 21216 19027 3855 6693 14708 19635 4992
"202772_at" 18207 21293 8807 19599 15632 21532 3378 19787 4007 16919 18893
"202773_s_at" 3487 3487 9521 17319 21333 20228 22244 21739 21595 17808 17339
"202774_s_at" 4567 5297 8715 14859 3032 8978 1173 3631 5525 18176 3653
"202775_s_at" 19385 5676 20522 8647 3115 17885 4693 4395 14357 5125 518
"202776_at" 8193 3382 6663 7888 14079 7563 15859 1063 6631 14915 1523
"202777_at" 6133 3678 4283 8702 14065 3539 15933 2998 16976 6709 15292
"202778_s_at" 17516 5310 7518 18567 14061 1611 13780 6224 17709 19560 4822
"202779_s_at" 5563 7009 5935 13915 19228 19724 21127 6229 14691 4761 14976
"202780_at" 7259 6578 6298 6766 3572 8659 2543 18373 2690 5817 16874
"202781_s_at" 18932 21234 19293 21293 16021 20035 21907 21479 703 6546 21723
"202782_s_at" 15932 17133 17803 4349 18596 1500 45 20651 21104 14637 18537
"202783_at" 2115 2853 1213 5328 678 7702 20664 21862 17145 18534 3784
"202784_s_at" 20808 18622 17853 15863 309 1524 21125 21941 17541 21048 21299
"202785_at" 3733 15496 19031 16206 16949 19816 18777 3897 14824 19024 2590
"202786_at" 8594 1690 8120 18856 14709 5942 16801 1332 4814 2358 15164
"202787_s_at" 2778 5969 18416 15957 18695 9446 16375 4127 17252 16462 4061
"202788_at" 19554 6984 3172 6309 14098 2339 2091 4522 4043 2780 4037
"202789_at" 20734 19743 8256 19089 15524 6504 20102 21046 5633 2961 21124
"202790_at" 3972 4083 10866 3866 5030 175 19686 6987 4744 17849 3795
"202791_s_at" 4376 16854 20183 14683 16058 21881 20809 20719 15977 18221 6171
"202792_s_at" 21557 6468 5963 8172 16644 8316 4208 3563 18304 20277 14545
"202793_at" 102 298 762 3526 1642 22196 11173 1434 21975 19402 181
"202794_at" 18195 895 9982 7278 3967 21284 16488 372 21039 3296 6175
"202795_x_at" 5985 1506 5558 18804 20457 21900 20941 21919 14199 15880 21580
"202796_at" 13220 20571 21845 21526 21559 10889 7691 8385 16209 1563 6005
"202797_at" 17315 4241 18012 6678 3557 3664 4670 1573 14004 4433 6462
"202798_at" 6931 16230 3288 8076 1038 18988 4423 5452 18138 17546 18551
"202799_at" 4696 7745 8419 17415 16297 9758 18246 17800 19353 4544 18994
"202800_at" 9339 268 13156 877 1329 13800 12317 546 13697 21772 347
"202801_at" 17304 6652 2060 8396 15573 2719 2822 5055 5801 5065 883
"202802_at" 2958 17588 19872 7232 19860 19025 14813 4371 1813 5034 17473
"202803_s_at" 12961 2573 13139 21787 13648 17724 7222 18710 8423 9420 20381
"202804_at" 15342 409 4249 1537 917 18694 3437 317 6148 6405 291
"202805_s_at" 3602 5329 8195 6872 13545 20244 21458 1777 5976 2152 289
"202806_at" 4868 16463 4087 7331 14337 20435 1390 248 20009 18633 2303
"202807_s_at" 3938 18209 18097 18886 1239 21335 1299 3540 21049 96 1140
"202808_at" 7122 17699 9661 18606 19401 4568 14617 17840 5372 14404 6825
"202809_s_at" 6014 8074 7929 15382 17902 3353 18389 7509 3543 3668 4606
"202810_at" 7935 5839 18735 8013 14071 6491 19325 7966 3011 3578 5298
"202811_at" 15764 16552 5619 14035 4422 3388 16165 18840 14389 6627 15943
"202812_at" 5179 7662 4207 14597 17634 5012 20704 1488 4817 14199 1301
"202813_at" 19574 16235 6128 18283 16834 4799 16999 8137 19578 3259 4355
"202814_s_at" 16970 16909 3625 17254 13781 2122 15610 20841 18786 6799 19878
"202815_s_at" 3977 17235 7638 17439 19633 20456 19656 21043 1429 963 2231
"202816_s_at" 6783 16012 3752 20462 13188 2597 16646 20529 4150 16728 20494
"202817_s_at" 7946 8354 4010 21070 14847 8529 21198 18681 21132 5289 19486
"202818_s_at" 3739 7226 6054 2653 11118 5971 16728 5561 3968 5746 1045
"202819_s_at" 8186 468 7090 4047 16350 2474 3662 1926 15653 16367 5522
"202820_at" 3869 19564 9247 20610 14744 685 784 8644 17865 3104 20119
"202821_s_at" 1667 15122 19777 15019 19626 22246 16903 21326 2796 15160 15963
"202822_at" 14925 18417 6695 8127 16941 3818 2026 19373 4860 6793 15877
"202823_at" 6823 7833 10210 16785 11015 3515 17166 931 6710 3195 6003
"202824_s_at" 16278 7473 9325 7492 4224 5111 4161 6097 14703 14209 6584
"202825_at" 14831 2362 3397 5835 4667 5669 14446 4615 17114 13878 14168
"202826_at" 7912 8559 11765 14456 19751 6455 19375 4450 16306 3463 2408
"202827_s_at" 336 3242 21239 2882 14316 11978 7160 8901 11725 10597 19596
"202828_s_at" 9949 22016 13328 4873 21305 15001 10476 17059 11249 10976 22098
"202829_s_at" 8183 16489 4690 15783 4688 3512 17837 18270 16834 14267 16412
"202830_s_at" 17703 16757 6511 16518 19077 4717 20553 19944 19908 17176 3328
"202831_at" 5286 21809 19665 19189 15600 2321 14776 21493 16254 18744 20028
"202832_at" 19857 17937 5924 14244 1980 4486 13711 7139 17888 14763 17661
"202833_s_at" 501 1081 21945 2765 22271 11061 12840 17055 11805 2584 21200
"202834_at" 16262 10528 20711 316 5838 11998 5808 9407 7726 3503 4563
"202835_at" 6370 662 11292 3998 16270 21656 21680 7926 21800 14891 3136
"202836_s_at" 5289 3365 11087 5597 14343 7546 14944 2080 15990 5231 15756
"202837_at" 20832 18200 5241 20719 20641 20615 1582 22228 1536 14136 21517
"202838_at" 17390 19229 6479 7525 17734 7678 2016 5122 6909 5554 18892
"202839_s_at" 2979 6061 10184 6904 17943 18852 15912 6969 4645 16194 14705
"202840_at" 16836 5639 8227 5593 21451 746 2247 22245 14834 4188 21521
"202841_x_at" 6208 18926 9012 3142 19209 20909 1374 6565 1433 1684 717
"202842_s_at" 17668 2512 2063 14739 2171 3340 13795 4252 17314 16833 6783
"202843_at" 20374 18603 2201 4261 414 3461 19676 1194 22088 15246 14264
"202844_s_at" 15912 7682 17978 15910 17503 19094 3051 3576 16129 6688 3464
"202845_s_at" 18746 16122 866 18831 2918 1640 21352 3491 18752 5343 1059
"202846_s_at" 5532 19739 4551 20306 18626 5289 17949 21399 17103 17771 20271
"202847_at" 15384 7791 17729 5977 19441 4454 1816 20186 6891 5478 4751
"202848_s_at" 18790 22244 5732 16573 13355 19674 15796 2986 16453 18322 4698
