"inst_369" "inst_430" "inst_1013" "inst_1071" "inst_1174" "inst_1233" "inst_1658" "inst_2693" "inst_4457" "inst_5230" "inst_5593" "inst_6192" "inst_6950" "inst_6992"
"205226_at" 6625 13701 14631 9039 12456 19094 17363 18572 17593 17658 4734 2123 20102 22098
"205227_at" 21326 16493 4656 16944 6539 21391 11292 19844 20753 21153 8551 20814 16609 12339
"205228_at" 6759 20530 4555 17726 12520 16096 12496 14287 21532 13096 7662 6784 11762 14131
"205229_s_at" 18963 21230 19858 6045 4119 18585 3051 3139 19896 6426 3194 18324 22246 20603
"205230_at" 2811 12901 4924 10780 9290 13976 3682 12083 12005 18739 6096 661 16529 14528
"205231_s_at" 20434 14645 17056 11717 18630 22032 4103 1293 21595 17018 4068 17640 10301 5530
"205232_s_at" 17509 10135 15884 397 19295 16864 16315 9841 21586 7276 12852 12575 3050 1493
"205233_s_at" 12488 8515 1136 16338 7172 6264 18427 7483 17971 17706 539 92 1658 21437
"205234_at" 6385 14191 11895 15696 61 12561 7210 5690 7448 452 3803 2247 15608 8947
"205235_s_at" 21129 3185 1095 1361 6399 4648 1318 4320 2772 8459 19019 16508 3910 19957
"205236_x_at" 717 7669 3105 18750 16403 4596 1823 11978 16055 9738 1049 8453 17382 12311
"205237_at" 7717 3250 10545 16732 15378 7959 6540 20216 3916 13875 9452 545 16624 14062
"205238_at" 1648 9221 15621 6683 7336 17988 4000 8045 6274 7475 12350 15699 20055 3820
"205239_at" 8854 884 12923 655 1948 569 15001 15081 1371 984 3699 13232 20023 4259
"205240_at" 18166 8125 14521 4493 19133 18429 16882 8872 15143 18439 12782 12793 3515 6480
"205241_at" 3050 215 20739 2484 3942 2220 14405 8650 4629 7604 19659 15959 3863 2468
"205242_at" 12241 10951 8908 13561 16866 14997 5656 14462 11135 14976 7411 3610 13154 8025
"205243_at" 20964 15366 2736 16351 15049 14402 5057 16785 10458 16185 3176 6830 16271 4170
"205244_s_at" 8120 13960 7986 11798 12041 15083 6251 14369 9419 10733 11055 6959 12757 8827
"205245_at" 22103 17064 17601 15789 2019 94 17430 9869 14104 7398 2363 11001 1432 20055
"205246_at" 21291 1548 19065 4821 4429 1219 15504 2220 15471 7515 13116 17569 2960 5855
"205247_at" 10205 9635 4509 20001 473 2808 8411 6344 19901 2276 1501 1271 12427 7449
"205248_at" 5261 17012 12542 5409 2041 3664 1868 17068 12681 2962 14391 10555 21780 2629
"205249_at" 14670 6860 9020 12328 18192 10606 6638 1410 1313 10724 8310 17171 14372 10367
"205250_s_at" 15252 9275 20217 103 986 18992 15850 4014 20287 5106 21783 14504 204 827
"205251_at" 2405 4249 13302 1089 2465 7183 15493 3699 17282 8720 2685 14554 6057 17839
"205252_at" 3565 5766 21781 6440 4784 3051 2185 17761 17151 8445 883 1125 10051 20335
"205253_at" 8722 13973 21804 1968 8380 16638 18009 16860 21916 6428 18648 5493 2482 20605
"205254_x_at" 11624 7433 5926 14710 8875 15878 6916 13321 6834 12425 8190 4648 14090 15245
"205255_x_at" 14511 3121 22055 1586 2433 3504 17188 2911 2530 19375 1415 20731 21664 21297
"205256_at" 20433 21801 21293 20821 21171 21422 21065 4357 14002 21030 3508 2507 21314 1246
"205257_s_at" 6629 6832 10803 9895 16573 14340 5994 19958 8758 14734 12592 1641 18577 7547
"205258_at" 10774 21556 13412 741 13481 21879 1413 12355 21841 18909 19434 6182 20318 21534
"205259_at" 9411 21969 4469 14151 14740 22259 1531 132 22027 10775 2347 8461 16692 8519
"205260_s_at" 16470 1559 14303 4953 19078 20390 20752 6437 5270 3600 2877 19591 10777 5084
"205261_at" 21256 21506 6606 14761 11914 10852 8738 12667 8917 10219 8503 6729 13989 9069
"205262_at" 8329 12006 3605 19782 15499 13984 9300 15310 6910 15960 6893 8509 11529 14607
"205263_at" 16987 1980 19891 3972 5604 18774 2154 1587 3390 4789 3034 16016 873 3769
"205264_at" 4870 935 12635 20106 21756 243 3972 9305 1625 936 14648 17157 9290 4183
"205265_s_at" 11469 17852 3773 12921 15357 22001 11165 14564 21928 9843 14882 6988 17561 11507
"205266_at" 10942 21643 769 10714 16185 1259 9226 11294 20701 11281 740 8989 11426 8798
"205267_at" 10097 11543 7176 14302 13005 10465 10438 14918 9925 13989 10521 5181 13589 8147
"205268_s_at" 6412 13631 6748 9333 9374 11194 5992 13514 4834 15077 6874 4643 17726 8282
"205269_at" 1600 14551 4763 14867 6011 14979 9949 3782 7590 15853 10460 14211 13123 9332
"205270_s_at" 4662 11795 7078 15155 18424 12725 10823 18918 9724 15782 6431 17998 16378 11544
"205271_s_at" 2133 19780 182 12960 14723 13635 585 9951 7812 21251 21684 17006 7407 20158
"205272_s_at" 9000 15919 7448 13258 8973 14525 8821 14165 7594 14926 6829 8240 14539 9324
"205273_s_at" 22208 9820 18907 5622 774 8196 1183 7733 15818 3629 13006 11561 4446 19107
"205274_at" 10879 12436 9207 9094 12542 15035 8510 13983 9517 9996 9268 5565 11581 10098
"205275_at" 12210 343 3963 16275 10079 9448 12660 18733 436 14387 1191 10733 12453 7483
"205276_s_at" 21450 6774 3510 18719 9943 12886 10546 1241 9112 10720 1884 11553 13245 8939
"205277_at" 4801 5995 17128 12155 21566 19404 6793 10301 3700 18159 3146 2790 21515 8074
"205278_at" 7916 11709 7751 17955 5026 21704 11830 14363 17710 12581 9107 8318 11249 9936
"205279_s_at" 14239 18708 3384 12020 8969 21087 6951 19624 21391 12656 9509 673 17909 13905
"205280_at" 9149 16704 8392 13700 15731 21395 8306 16070 21971 12798 10388 8330 14059 10070
"205281_s_at" 18590 793 2269 21878 5334 1335 3389 21446 21172 4658 21298 16661 6708 21314
"205282_at" 14518 1224 16918 2338 3323 965 3112 1305 2245 4812 12134 12978 5098 2737
"205283_at" 19641 1310 17080 7785 6397 17709 20630 18216 4447 4770 19105 20052 4973 17119
"205284_at" 4278 381 15562 8048 3266 510 20827 10038 1710 21550 20335 10615 9258 20901
"205285_s_at" 21447 20535 4025 15152 20529 7342 8267 20901 111 1500 5081 2007 2144 12601
"205286_at" 11327 6617 15447 9016 10036 22075 17992 16291 20074 8855 15784 2485 6861 18140
"205287_s_at" 9978 21893 20329 623 12078 21146 16195 11585 21524 21283 13901 7773 4969 18544
"205288_at" 11859 15402 8787 16858 21742 21572 14924 6352 18362 6987 2262 18057 2247 17166
"205289_at" 8275 16416 8964 9315 251 1009 12181 12079 2270 15591 11313 18238 12419 5111
"205290_s_at" 21196 17909 5602 13141 2047 445 7843 12733 8273 12061 10658 21798 14405 10388
"205291_at" 18288 18508 4099 15961 8770 10703 6026 3633 10688 15321 653 3821 14769 15295
"205292_s_at" 14946 6666 2299 7133 19870 17491 15041 6979 15797 7188 14704 13300 10063 15803
"205293_x_at" 11740 19513 20983 4747 8300 7189 334 16799 6436 21269 20886 9808 319 1047
"205294_at" 19663 18361 20039 1084 945 8258 21429 12282 18192 1421 22009 1301 20969 18858
"205295_at" 5057 1836 9661 16905 13945 13975 11338 15815 9038 15308 9749 146 13018 4452
"205296_at" 20018 3280 20147 1193 19590 22083 18924 888 12886 3569 20845 21515 21415 18321
"205297_s_at" 7759 3562 3964 11208 3772 19348 12105 22126 13949 14971 2490 272 6149 13125
"205298_s_at" 20589 3748 26 16112 21830 20769 20443 10332 21433 17215 15682 10711 20051 21231
"205299_s_at" 13258 12629 10854 16689 10988 22018 13455 18674 18553 6388 20159 10086 18638 14562
"205300_s_at" 22211 21048 1542 5462 2421 4053 3449 6703 4721 9268 14559 3132 4530 5901
"205301_s_at" 7958 11361 458 20473 20590 5504 19558 19686 14158 21947 961 21191 20187 21988
"205302_at" 6760 14411 8650 14397 13449 18945 8815 15743 4436 15726 9714 6237 13575 9639
"205303_at" 22013 22181 9808 19572 8340 6480 12575 15604 2858 1357 10840 7349 13356 11908
"205304_s_at" 12750 14597 3803 19416 13866 7870 4963 19742 13754 11697 509 4675 18456 7734
"205305_at" 15794 1424 3585 12645 6232 3132 9808 21665 13081 18925 5888 11548 18661 16013
"205306_x_at" 20205 18150 9453 13368 2302 5653 6166 9867 15584 11902 11267 933 13832 8062
"205307_s_at" 10123 9005 3955 19740 16271 7320 13505 7715 12282 10514 269 3733 18852 13693
"205308_at" 18993 21390 17677 8443 21571 8806 3130 9986 6137 6988 16761 20697 20915 19425
"205309_at" 9459 11103 21670 22102 12767 6087 16617 7260 6333 17297 21670 6271 852 22262
"205310_at" 14903 20938 15721 21979 711 18026 322 9689 2996 6539 14201 3980 851 16250
"205311_at" 9566 14669 3451 14819 11451 12041 7641 12050 9279 7860 6583 7521 11973 9870
"205312_at" 2233 15892 7715 12610 22050 12822 11345 16982 7573 13367 6638 20670 6229 10240
"205313_at" 5536 20241 9274 19628 9912 22222 11931 20442 21849 20258 15538 6620 18228 123
"205314_x_at" 9056 14137 10089 15717 9936 14299 9430 11828 8815 13501 6568 9166 17517 13732
"205315_s_at" 12566 21480 15139 6616 15796 19781 16544 8090 16498 20163 16975 21152 7483 17732
"205316_at" 16208 11210 19946 5158 21719 16069 13982 6395 10739 17079 17909 17995 20947 1036
"205317_s_at" 519 20276 425 16856 21581 16201 2131 21431 904 21447 12283 21297 21982 1796
"205318_at" 21455 20108 10238 12781 10145 16243 11398 14511 19926 19347 472 2529 17843 1949
"205319_at" 11398 11231 7271 12529 15935 16346 10041 12945 4717 11017 11702 8777 6857 5893
"205320_at" 8396 11728 10375 11269 17186 12230 6749 21441 1271 14180 6592 7159 15666 8156
"205321_at" 2336 1450 1832 5353 437 5625 3642 19607 16105 17638 3892 13802 1649 1579
"205322_s_at" 14888 79 11908 2521 19682 6236 1583 17846 2687 17861 2791 13872 2030 21817
"205323_s_at" 4100 8755 19727 7132 814 2564 19165 1722 13577 5948 14319 21349 674 22272
"205324_s_at" 15549 8875 14996 7098 7497 4627 16061 5216 13735 17314 18649 13006 11087 20156
"205325_at" 5799 16637 8318 15615 10225 9567 12376 21533 9612 10995 15772 1938 18659 12299
"205326_at" 3641 6806 4568 19551 15675 15512 8524 15190 10393 15170 11244 6914 18431 7538
"205327_s_at" 18024 17757 22101 4113 160 8519 15835 21878 16318 21319 16505 2388 1485 4320
"205328_at" 5129 19990 7374 19304 12783 10595 5319 11753 12839 2435 8693 5244 15370 7762
"205329_s_at" 18907 7242 1684 2866 4390 5338 14591 8340 15476 19054 18716 12047 10807 19992
"205330_at" 6725 20436 10134 18589 9021 14308 11112 17919 19968 3760 1636 7641 19170 12427
"205331_s_at" 8683 11508 6894 19624 11010 12718 9948 12833 4072 13565 779 7894 13064 2174
"205332_at" 7478 11037 7852 9324 10221 14680 11261 20680 7512 15986 6760 4933 671 11733
"205333_s_at" 3154 9665 19422 8005 5392 8350 229 2181 12837 4828 19188 3284 10889 520
"205334_at" 6281 21628 5210 10231 8774 10623 7197 10815 710 821 14067 5661 15867 14667
"205335_s_at" 16380 4395 16267 21852 3421 4716 20186 9644 3370 6095 14363 16521 3339 16629
"205336_at" 10331 13389 3305 18767 9197 12257 8390 15122 9280 16465 10487 4390 16180 9255
"205337_at" 9081 16073 4376 18640 12503 9811 8934 20287 19203 10666 10949 1886 11632 9502
"205338_s_at" 13673 3657 10800 19058 12797 16129 11172 7845 1026 18374 654 15383 6499 6247
"205339_at" 19239 7140 16912 1348 17896 20401 20108 1853 18250 18390 12157 19707 3383 1979
"205340_at" 15316 8044 21371 20487 5260 2221 16210 5318 3131 20371 14271 16080 21650 20640
"205341_at" 7147 8158 4807 19738 8471 8412 10211 11322 10638 9634 7325 9910 15032 12563
"205342_s_at" 6194 13771 3001 17757 13244 10082 11568 15820 7215 15920 11178 2449 18417 12975
"205343_at" 20216 1495 9763 18929 10982 13753 5046 12863 3213 16616 12467 6394 11371 8624
"205344_at" 12335 13345 8852 9580 15411 9922 10040 16350 10368 15723 10514 9083 11524 13111
"205345_at" 18114 17716 14320 5531 6893 7132 18033 18037 19067 4800 17719 15583 20221 5349
"205346_at" 7314 12473 7224 13984 16643 16412 4594 8561 690 14925 9918 21797 13444 7745
"205347_s_at" 18478 85 2174 16089 12918 6521 1545 13228 22025 20059 18539 4966 1276 1287
"205348_s_at" 18640 9198 4030 13757 12365 6038 10785 11563 18426 14956 11332 5055 14930 10873
"205349_at" 14901 11443 11828 19561 6952 15391 12298 5550 542 12404 1515 20793 18281 14554
"205350_at" 2764 5007 2382 1582 13684 13491 1159 14922 3069 2114 17586 9561 22094 2018
"205351_at" 655 10490 14269 20665 1768 17734 4246 8459 18967 18690 12433 15883 9264 16236
"205352_at" 7756 7687 4845 13287 10933 15293 12116 15060 15392 21072 11609 8266 12948 8116
"205353_s_at" 2972 7446 15197 4359 17830 19459 16870 7600 12199 7960 17444 15395 7837 4123
"205354_at" 5845 18056 7550 18061 7913 21120 435 10142 4735 3841 4735 21953 22055 5165
"205355_at" 7536 11074 14898 16302 4580 22082 21427 767 2014 2661 13763 20825 5084 3547
"205356_at" 15702 17822 14551 21039 7053 6955 4131 7969 14728 7013 17774 17831 7802 5071
"205357_s_at" 21510 947 11659 9954 554 13846 4842 11460 17497 16594 7274 10252 13015 8451
"205358_at" 8971 14100 5519 13188 12049 12025 7863 12438 7704 11953 7928 5914 14028 10051
"205359_at" 4332 19503 10732 15414 16471 13411 12355 11198 12252 17544 7413 8259 13798 9005
"205360_at" 19528 20997 25 22095 9692 16017 2746 11802 4071 9167 20226 5647 19634 21825
"205361_s_at" 5744 1789 2372 20651 6364 17158 14942 2417 12430 4470 15638 18972 6869 3348
"205362_s_at" 2258 19575 491 916 3959 7976 20563 6092 15505 8496 19181 2403 4600 16462
"205363_at" 12908 16744 5810 17823 13191 12132 6317 17227 11750 15256 9669 4958 17292 11726
"205364_at" 20670 10374 4490 10641 20464 20007 233 2504 19556 13345 1173 18787 15971 13864
"205365_at" 20830 5319 11786 18166 17158 1332 6473 21044 20910 4284 1642 332 12315 15402
"205366_s_at" 9114 13683 4666 19203 16764 22240 9446 3112 21819 14331 19461 10074 15607 12621
"205367_at" 4060 17059 12767 20187 6768 6100 20398 10846 5155 20857 14873 17435 4688 6526
"205368_at" 7254 3136 8989 15280 15202 10548 9999 136 12370 13458 6567 7502 13613 12742
"205369_x_at" 9722 17683 13800 3055 19878 8310 4285 20608 15905 810 1722 14083 22116 20146
"205370_x_at" 5295 8407 20842 20133 18975 18397 15892 10326 5918 18630 2112 16624 9285 18432
"205371_s_at" 8148 9680 21827 7440 21364 5391 2139 2249 3243 9051 2756 21000 7554 1063
"205372_at" 21484 9505 3266 19436 20329 474 11019 2566 20367 16105 10043 20973 18590 14948
"205373_at" 6231 10786 7528 10611 9115 13831 8317 11922 7062 11701 620 4015 2853 8829
"205374_at" 15936 6166 9481 15767 14083 305 13607 14449 13434 4376 12812 1498 17454 1330
"205375_at" 6008 20503 4016 17236 16860 17821 6812 15813 2188 1547 19768 2141 955 12379
"205376_at" 12565 18412 16773 4241 19171 20632 14699 20272 21091 8866 14207 18852 8088 16254
"205377_s_at" 10247 12880 9365 19001 15200 16132 4872 18379 16878 13698 7541 9419 12897 8335
"205378_s_at" 19094 16106 9965 14510 14646 9750 7495 14430 8202 12017 9133 8112 14262 10261
"205379_at" 10812 6678 20461 5595 533 21294 13997 22097 17856 5227 16694 6281 8634 18734
"205380_at" 11583 7482 13122 1974 9177 245 556 10001 191 4871 16370 4649 6423 5445
"205381_at" 951 3094 10670 9589 16755 12970 7122 1874 15757 14590 10944 411 15589 14922
"205382_s_at" 21319 1117 22076 20944 6708 7980 20998 8721 12988 22259 21841 13143 22237 1809
"205383_s_at" 18949 9942 8109 14329 1571 18738 9505 18784 3395 15590 6201 766 14397 13470
"205384_at" 11696 21272 3115 14046 14217 11147 10544 14323 6695 10410 6894 9593 2265 13581
"205385_at" 10611 11325 4582 16297 16660 9612 12636 11598 9512 15703 11186 3708 12358 13262
"205386_s_at" 18679 14924 16188 15577 10080 9329 7074 15850 8294 8650 364 8649 11648 11571
"205387_s_at" 9318 16470 4129 18868 9270 761 5840 16375 487 12026 6424 5527 1096 12688
"205388_at" 5922 3614 7834 11222 10116 10944 11456 15012 6887 13191 3410 6612 914 7290
"205389_s_at" 10610 15896 5336 17022 14711 15049 6245 10934 10180 9148 11878 4598 12830 13920
"205390_s_at" 9525 13300 4732 11172 14264 12129 6228 13872 9899 14776 10990 6375 15768 10720
"205391_x_at" 12553 14605 6821 13342 12159 11619 7930 11386 9274 12909 9658 7296 17836 13546
"205392_s_at" 21300 22260 9989 19008 14706 12563 14931 14467 602 19093 95 18558 18564 13066
"205393_s_at" 4046 18140 1744 3092 18621 19282 15217 6315 20984 21065 20725 16160 1927 1418
"205394_at" 14567 8676 20683 6846 2827 7126 905 3015 18386 8542 20545 3786 2520 19551
"205395_s_at" 3459 8179 16452 6100 18556 17009 15650 8019 13884 20999 4842 14099 9626 17654
"205396_at" 21725 7235 2543 12662 3398 247 8994 782 21339 8423 21867 1212 11454 12257
"205397_x_at" 12045 6744 19335 6371 15040 20274 43 4187 20961 20878 1573 13333 1089 504
"205398_s_at" 21507 8605 1892 377 2637 3532 523 5661 13283 6358 14117 13921 21350 22063
"205399_at" 7099 16750 10844 10185 12538 9062 9203 12497 8230 12079 10246 7445 14474 11435
"205400_at" 1712 10162 6584 16324 2526 9716 8266 336 7614 825 8213 12311 12086 749
"205401_at" 4410 2341 3366 9173 2946 1583 6911 3185 3843 13163 7727 10681 18530 11245
"205402_x_at" 7510 8096 2914 14045 14637 3314 6762 16918 5505 10253 11035 9238 16229 11332
"205403_at" 12797 10968 6184 15202 22136 18843 6584 20540 4959 10791 18890 17795 2519 13377
"205404_at" 7266 10471 5687 14183 8978 12130 5664 12037 9203 10557 7131 5691 18231 10567
"205405_at" 4639 4214 9942 10961 9034 19989 5329 12973 19217 11215 11932 7635 10448 7659
"205406_s_at" 7447 14265 2205 3218 18883 20576 21501 6078 16146 9126 19217 13380 3784 18091
"205407_at" 7494 16287 4768 12193 21133 819 6126 1985 21057 11239 9185 21861 16274 13412
"205408_at" 20242 17197 19623 21011 3503 7400 530 2110 12845 775 15411 3464 2675 741
"205409_at" 20611 2931 1188 12258 48 20475 10773 21309 157 8280 20133 18702 4772 2942
"205410_s_at" 19487 5231 9728 16249 8824 14681 3278 16414 7048 15045 10436 7613 12686 12701
"205411_at" 21130 1888 19640 12789 1252 2597 14459 1623 12981 5253 21393 22202 919 3500
"205412_at" 16708 17165 17024 4238 3992 7524 17179 7728 15434 17384 12905 13193 5704 5935
"205413_at" 13073 10764 17458 3582 13823 13315 14568 11065 1962 4349 12561 9167 3827 2234
"205414_s_at" 6330 13193 17249 20279 18237 9822 22007 10699 14824 7807 19821 16656 10422 3417
"205415_s_at" 14172 5980 2134 360 21567 3037 17064 19554 15375 4259 13657 10867 6353 5298
"205416_s_at" 18786 1810 12791 21537 22078 4610 3350 7857 3246 1582 5159 2951 2304 1299
"205417_s_at" 2761 8008 15715 407 6175 4194 17667 4070 15134 9263 18059 2894 21058 5977
"205418_at" 8298 11743 2801 19396 5046 13624 10562 10683 7379 14916 1701 20977 16633 10712
"205419_at" 15940 13026 3213 12775 18490 15674 11948 10727 1032 16468 11694 17445 16921 14061
"205420_at" 14862 7481 16449 22271 18881 20105 2383 430 4456 2425 20658 18557 2745 3257
"205421_at" 9302 14247 6692 17247 11394 14123 7600 12555 7354 14656 9354 7118 14943 10883
"205422_s_at" 8985 7875 11358 11520 10028 7099 7882 19662 21106 15232 5914 4538 18341 14346
"205423_at" 3921 5197 16741 5053 7996 18709 1444 3698 17360 17076 19857 17671 8288 22091
"205424_at" 6270 14961 9404 16951 17024 15231 8666 21920 544 10927 18702 21642 11758 8313
"205425_at" 1244 1061 19122 8662 6454 18667 19459 6302 4212 5930 16008 12588 1572 19852
"205426_s_at" 1903 18894 16012 3476 7923 8904 2828 20376 1085 20190 17406 20152 169 11648
"205427_at" 9530 335 1094 1086 1541 7817 18634 10443 1914 7427 19308 19992 6776 18348
"205428_s_at" 21901 209 10657 14958 14752 10582 9362 19267 5626 12784 20408 12642 18134 11699
"205429_s_at" 11748 4323 18345 21602 19190 1925 21704 3322 1711 17759 5750 11859 9927 16524
"205430_at" 8034 13860 5344 11123 16416 14208 445 14082 11252 3930 1465 6606 547 2602
"205431_s_at" 22129 2493 17212 22128 13511 9804 22170 15451 6101 6651 16812 418 20244 17850
"205432_at" 21599 3991 13793 10304 19040 21999 415 10636 3842 19126 12550 21709 1115 9306
"205433_at" 17946 15583 6578 13824 11326 22142 12079 12291 9735 13055 7442 4496 13623 9676
"205434_s_at" 18816 20254 1029 2294 5344 8600 17817 1919 17655 7371 19304 10578 2048 20702
"205435_s_at" 19053 17855 5182 12976 21259 1611 9896 1998 4326 7731 83 21640 1355 15694
"205436_s_at" 5227 9178 20489 7514 17650 19466 15671 8178 14011 16990 14441 14875 10007 16957
"205437_at" 5706 19730 21416 20882 2328 20641 19264 10598 16306 19949 21844 14106 1249 22183
"205438_at" 13133 11747 20415 12573 12107 5474 4368 14334 22267 21432 21374 4839 769 17986
"205439_at" 7846 16559 8404 13547 13234 10025 9981 14551 20867 12311 6844 4303 15212 11112
"205440_s_at" 11463 21689 20426 1159 10688 5617 21337 14470 18646 18352 5052 8701 19427 19140
"205441_at" 19307 928 16278 3167 3673 20353 409 9175 20821 7968 20611 22047 4748 5773
"205442_at" 12929 11241 19652 22235 9079 16369 15451 8921 19856 9252 5432 6371 22238 5697
