"inst_315" "inst_984" "inst_1042" "inst_1145" "inst_1204" "inst_1629" "inst_2664" "inst_4428" "inst_5201" "inst_5564" "inst_6164" "inst_6924" "inst_6964"
"213553_x_at" 20586 483 13729 776 21222 17621 720 1950 1107 22252 1278 1442 2743
"213554_s_at" 17436 16220 18545 17177 14777 3839 5425 16932 18099 12366 16312 14370 18710
"213555_at" 3145 17110 19223 3085 18754 16444 19824 21341 17213 13289 21075 4653 2767
"213556_at" 12204 7271 4746 13002 9570 13323 12438 2410 9576 7126 16580 5567 17
"213557_at" 17747 3863 12564 22028 12177 16428 17224 832 6180 20741 9498 2145 6528
"213558_at" 3968 13110 10739 12549 3219 14138 11913 18689 21925 9651 7465 15239 12146
"213559_s_at" 7784 9599 10758 11839 11033 12668 4669 12525 13496 5822 8185 9617 4266
"213560_at" 2065 593 6900 20888 140 20668 17702 5255 20223 21581 19792 528 3231
"213561_at" 11190 1332 19897 2057 21132 2582 696 1178 18161 13848 20237 16338 21473
"213562_s_at" 21469 16199 20196 2009 21949 19537 8621 21323 6433 17309 21028 21016 16429
"213563_s_at" 9044 6065 6578 13249 10093 8580 9519 10633 11060 6083 6390 8381 10310
"213564_x_at" 6745 9913 6515 5636 13416 7284 8639 6814 14664 5536 8936 6291 9849
"213565_s_at" 14439 7066 4593 14122 9849 8386 9695 466 8267 6945 7800 10090 10138
"213566_at" 6410 9605 9126 2764 11312 12826 3756 13392 12254 4586 14502 8837 7710
"213567_at" 16642 3025 20684 4206 19207 16390 4844 6858 3639 18551 12724 20714 18786
"213568_at" 18405 3603 21242 7462 21942 16096 13971 21967 15441 18418 6546 19754 18439
"213569_at" 7991 14817 14130 13976 578 590 4197 17637 21883 851 5983 12750 11695
"213570_at" 19813 21868 15171 21023 18921 18016 16286 14089 3225 16656 1213 2538 17787
"213571_s_at" 10848 14906 18877 6020 13690 15358 6564 3111 15917 15232 13441 16685 16019
"213572_s_at" 13769 14141 2025 4080 20706 1016 4418 6958 3276 14876 18551 20414 21821
"213573_at" 19519 19346 19548 19628 3775 15453 3668 14995 21346 20266 16386 20521 19355
"213574_s_at" 13660 16144 795 4389 15435 18769 8504 4111 17241 20809 17092 14845 17391
"213575_at" 4022 10599 14144 19897 330 7485 16502 21120 21325 21376 21191 10478 12890
"213577_at" 19072 4248 17941 21162 2919 5496 15320 2313 1881 16904 13748 17418 14881
"213578_at" 19551 21203 22127 18355 20806 16279 7780 6624 2126 19583 14256 19767 19334
"213579_s_at" 17415 4901 15603 2105 674 19376 8081 18984 4659 14972 13749 14454 16146
"213580_at" 8848 15643 9417 14489 9315 14595 12513 13730 433 21116 3690 12104 10483
"213581_at" 13761 19034 19706 6513 12533 16431 5387 16213 15623 20861 16498 15588 14345
"213582_at" 1544 83 618 17229 21180 22134 19593 2763 22118 15578 13198 21801 20619
"213583_x_at" 13077 14040 14824 16254 11839 5007 10699 10093 10259 4883 4287 13987 13586
"213584_s_at" 10822 3159 907 1966 1653 18279 20158 14387 17883 20052 1738 15944 20846
"213585_s_at" 20480 1289 1128 1081 20016 517 2255 251 21869 784 12841 12458 841
"213586_at" 6778 12502 8439 11955 9781 7149 14182 9309 8789 8170 8566 5876 9895
"213587_s_at" 12809 4344 17943 21603 15872 17104 8812 7845 2668 16580 10085 14381 13335
"213588_x_at" 5285 4472 20010 16824 1793 5643 10552 16239 18220 2096 4122 17913 14586
"213589_s_at" 7532 21298 14455 17187 19972 21119 16767 4547 6519 13239 10897 20585 21885
"213590_at" 21624 12932 12437 9804 8313 13390 770 2194 21049 9130 11189 9651 10667
"213591_at" 10489 9998 12909 14847 2673 8691 14442 20836 20408 19815 5416 12000 5724
"213592_at" 14971 13687 6266 10259 7752 13020 11475 11675 10512 6793 7239 9535 8357
"213593_s_at" 5319 3739 18741 19602 20865 18755 3110 4557 19271 11809 20018 22083 19035
"213594_x_at" 11689 2930 19955 4833 12806 19357 4384 8423 18360 10881 18638 19639 18643
"213595_s_at" 9657 242 148 15465 21475 4 5408 5729 15719 13028 2171 14539 22167
"213596_at" 5410 13145 4185 17709 291 7043 6209 4777 7997 5786 9905 5596 6388
"213597_s_at" 8895 6569 3204 9945 7304 9247 12833 3776 8338 5060 4686 8558 7445
"213598_at" 11299 19625 21702 20505 11812 2656 4467 6698 18959 14276 9153 21504 18301
"213599_at" 18342 16043 19825 2914 15356 5430 4583 17331 1183 13717 18675 2905 15208
"213600_at" 19542 20036 1164 22001 19559 19553 21909 18715 16860 17444 10666 1890 3639
"213601_at" 5228 6046 11895 2447 11499 8137 10153 4 17651 11471 10366 10405 7114
"213602_s_at" 452 5449 6061 13571 11257 7519 14670 2684 12667 6515 6074 10587 9526
"213603_s_at" 13428 12573 10502 4026 17871 6790 15986 2364 9049 15735 10798 628 6417
"213604_at" 3249 14779 21830 20304 2478 4722 5519 4648 16087 17928 17078 17950 13338
"213605_s_at" 20560 17521 21958 5892 2216 4791 6319 19199 4884 19141 11702 21353 14904
"213606_s_at" 17205 1556 16602 253 7198 12583 5437 15210 21540 9964 21872 20042 21675
"213607_x_at" 19686 20564 2026 1313 12900 2171 19795 17077 6511 11478 19218 14066 1569
"213608_s_at" 12678 4855 21026 16462 15214 17970 19676 18231 18084 16882 17228 4530 19725
"213609_s_at" 481 9714 11816 12358 8907 10652 18370 16646 13067 315 8925 13624 11645
"213610_s_at" 21722 14789 21665 1656 19397 20626 175 8230 18436 16682 15644 22147 21755
"213611_at" 10124 12901 5767 10553 9513 8064 14377 12556 11888 6477 7091 11198 9598
"213612_x_at" 4904 14502 757 5868 15759 3369 15586 6139 17526 11573 10178 3057 3280
"213613_s_at" 1296 7308 12170 9251 8615 5995 14198 9450 8637 718 4408 12234 4292
"213614_x_at" 12254 8269 1860 6359 13749 5465 10555 9960 9905 4689 4128 15852 13673
"213615_at" 11527 3326 2336 1597 19059 21837 16435 19592 16133 21478 2177 14643 20865
"213616_at" 14442 14797 731 3760 19451 18918 6072 6925 6761 15004 11340 21479 3731
"213617_s_at" 3724 17243 20146 1627 17640 2309 8738 17387 16635 18436 15771 20718 21070
"213618_at" 20477 16970 1640 4339 21348 21471 16939 14238 2330 1568 9649 1144 15891
"213619_at" 16394 20586 2849 4931 17269 5236 7116 4116 5951 13512 14388 19041 16297
"213620_s_at" 6708 10788 6735 19496 10549 6079 6563 11976 8437 7176 12127 10267 10140
"213621_s_at" 11484 3220 6020 9026 2164 12089 2504 5696 45 10347 5607 5658 9794
"213622_at" 2147 22179 10893 18302 18237 2803 1208 21827 20593 16789 19078 14219 17428
"213623_at" 18366 17386 21610 13216 16693 18537 9865 21530 16390 20590 4644 22214 19062
"213624_at" 18701 1627 21576 921 18315 17282 1387 15488 6395 16728 13356 19871 20815
"213625_at" 21812 1446 1053 1599 11824 2017 8218 4165 20467 16603 15353 15507 2846
"213626_at" 3336 2000 22139 6075 16567 446 1035 6988 1178 16926 15168 17882 19961
"213627_at" 4813 17951 20936 6282 15730 796 18596 4031 7642 12564 20075 1242 1130
"213628_at" 5906 17009 17692 2047 15509 18213 1516 15336 19571 12655 13467 19034 13564
"213629_x_at" 10711 21566 2709 17943 11917 15715 2535 17582 6522 13904 14706 4725 15015
"213630_at" 7634 2290 8911 9099 10287 8978 10447 11420 9526 3038 5362 9620 4916
"213631_x_at" 5593 1425 11717 16198 212 19675 2731 13868 22005 21781 2500 1274 293
"213632_at" 15921 15049 1580 639 30 17938 22117 21924 20765 13970 1710 22014 15057
"213633_at" 20097 6656 11690 14960 4285 14699 20794 9074 13601 6689 54 11591 11850
"213634_s_at" 3747 21662 19112 18369 2159 16406 20775 21407 21946 21707 17029 1833 18949
"213635_s_at" 19172 11594 11893 8464 11338 10390 1850 6119 10534 2836 18813 9111 7971
"213636_at" 2015 12040 5141 11117 4026 7826 11096 9574 11784 7400 5426 5716 12466
"213637_at" 21784 19089 15230 4324 15880 16306 3727 8451 5165 21712 19654 18397 929
"213638_at" 9709 10234 5776 21029 10250 8198 222 9727 12205 6007 13770 7761 4219
"213639_s_at" 18151 1643 1180 6845 22080 21726 1056 2166 20818 10377 13338 3406 1309
"213640_s_at" 7391 9048 7454 10660 6497 9524 13053 9534 9351 4914 5120 9306 10120
"213641_at" 3833 13486 13552 16147 7991 407 5021 21148 18483 9910 123 11069 5567
"213642_at" 18793 16875 14758 1768 17572 19021 1746 19361 18916 21550 11088 17980 20342
"213643_s_at" 8487 1222 11654 20804 544 458 6959 21741 21294 2169 22173 12146 13217
"213644_at" 209 13139 6089 11503 14047 11055 11501 19490 12631 19984 8010 10792 12350
"213645_at" 13817 3937 17193 4959 18749 17785 17623 4701 3033 20631 16716 18426 2822
"213646_x_at" 3630 8619 614 16332 3091 2108 8574 10013 6419 2993 4185 2681 1797
"213647_at" 15401 2777 16442 1177 19063 5232 2840 2838 16338 18460 14394 21938 2723
"213648_at" 15094 3938 21962 1120 17583 21167 16693 7220 7448 15606 16735 2228 14168
"213649_at" 12721 18643 19782 3046 16892 2215 6291 15988 20634 12576 18269 17080 18026
"213650_at" 5552 9141 6918 22267 2898 11809 19600 1121 803 14589 14551 18784 22090
"213651_at" 8871 911 12631 14049 5358 21714 13306 20469 11058 19126 1550 7431 16621
"213652_at" 8730 10611 12887 12940 6904 13318 20183 13351 12491 4440 3383 13322 11743
"213653_at" 15269 21120 22153 18814 3739 994 7641 18353 19303 14568 13574 22076 19491
"213654_at" 3865 14429 376 4275 12747 3919 2812 16296 5402 9936 13228 1152 462
"213655_at" 11383 18973 2576 17762 13069 17058 17145 7836 17196 12697 17046 15993 17552
"213656_s_at" 2846 2936 16341 16893 17196 18712 20889 16097 2832 20517 12055 4742 18778
"213657_s_at" 15366 22241 17806 2637 966 3320 3333 7461 15302 15409 1929 16676 101
"213658_at" 3917 21323 6318 872 6936 21321 6928 21102 21947 12065 9469 1290 16699
"213659_at" 21024 20667 19798 16755 13418 18037 7398 16452 1381 12571 16647 18004 20555
"213660_s_at" 21353 21707 10968 6754 12425 17531 17121 6011 18422 642 9650 337 3773
"213661_at" 8854 10145 9446 8382 5732 6120 13755 9498 12075 4334 8075 10615 4320
"213662_at" 6423 6104 13180 12312 7733 11637 16345 343 616 428 11143 13126 12950
"213663_s_at" 9126 13556 4123 8782 11606 6096 17963 11978 14416 772 7945 15521 5910
"213664_at" 4333 11413 10797 10584 18468 10888 13783 2943 12071 8503 4434 10633 4515
"213665_at" 1422 10372 14220 15806 15750 16413 20548 3134 4563 20705 11017 2026 3293
"213666_at" 21701 6002 8425 21357 18837 10319 19564 3459 12980 5989 11400 8295 1008
"213667_at" 8964 1187 6507 8798 8428 14789 14435 10252 256 10192 6603 9905 14022
"213668_s_at" 16943 19002 20786 13951 20185 19440 2113 19059 16926 22069 18746 19801 3929
"213669_at" 4615 3611 18127 12206 15803 3425 8140 5179 16710 14482 10430 1411 524
"213670_x_at" 11189 2623 20099 2411 877 18954 18428 7025 7524 11254 13979 19270 18628
"213671_s_at" 11392 18686 14804 18285 13480 17137 8825 18653 17943 19712 12088 20130 16903
"213672_at" 21866 743 14517 21972 18285 33 21224 2344 2275 9862 11350 2697 19370
"213673_x_at" 19575 456 5507 9337 21423 8496 19184 1451 11035 16610 1524 15286 3141
"213674_x_at" 8100 7756 4774 8153 5940 11288 9593 13661 13145 5622 7988 10138 8587
"213675_at" 5384 21594 10037 9962 21018 21055 11093 20537 19936 14904 9426 15412 2153
"213676_at" 17109 10745 9258 13758 7882 5787 14420 13612 7692 4345 5791 8844 10970
"213677_s_at" 16310 19887 15822 4165 17421 16678 4606 6316 15163 19328 20369 17081 13900
"213678_at" 14691 11891 7758 10079 1422 7183 9118 9487 10224 8074 1607 9836 5208
"213679_at" 18198 14575 6670 3076 173 20082 7879 3534 16814 10021 2043 14032 19115
"213680_at" 17340 773 5115 15478 624 15917 20312 1917 21952 12552 1495 6579 9539
"213681_at" 11783 21307 5513 18965 15913 192 8897 5225 17403 21371 2039 1561 20158
"213682_at" 12920 15801 16148 16337 13548 16320 7832 16474 3428 16401 14259 15712 17630
"213683_at" 3964 7938 9889 13876 8388 9734 13990 10903 10057 5355 3948 8445 7323
"213684_s_at" 2599 164 12414 8760 648 12981 2179 4359 21725 2578 6292 16154 5534
"213685_at" 45 367 129 3370 1253 21533 18766 14260 21789 12854 14820 22088 20568
"213686_at" 10764 13741 10316 4941 22105 5136 7430 17018 2876 19758 19046 13832 1617
"213687_s_at" 12755 14617 17270 6548 11967 5294 6108 14722 3308 1790 10889 2971 13834
"213688_at" 13266 727 2795 1106 21529 20874 18489 7995 6332 2395 20480 17091 19299
"213689_x_at" 11327 18852 16920 7677 19479 16278 13448 2892 19924 9361 8280 5185 2390
"213690_s_at" 6997 12071 5416 13288 6066 14872 12 17197 13392 20511 9420 13191 12974
"213691_at" 9297 2162 5433 207 12478 22020 279 21548 13492 1599 18243 6876 11398
"213692_s_at" 22129 5914 9509 7004 8644 12473 11076 12331 8537 5763 8029 7995 4305
"213693_s_at" 17513 17496 16463 9692 14146 2945 360 17335 1249 20177 5737 19282 16636
"213694_at" 18531 4919 20274 16872 20422 5697 6874 5873 6365 17246 15951 3741 3322
"213695_at" 18183 10479 3196 8161 9222 13307 14801 8760 2211 6966 3768 5124 11347
"213696_s_at" 20549 3407 18619 18217 17324 18089 19355 7782 19728 19185 14247 16353 17963
"213697_at" 3740 11211 11148 9468 11049 7192 13944 2451 14243 8433 832 11615 5771
"213698_at" 13494 20602 16286 19742 15539 625 3576 2781 6501 11432 15509 1188 1883
"213699_s_at" 13568 3966 17238 693 15172 4363 5062 3665 6823 1686 12475 2128 2880
"213700_s_at" 5792 21518 20448 1672 203 16498 3560 16222 3478 10588 9269 580 20475
"213701_at" 21247 3991 19315 17727 20480 3019 3375 15284 4063 11528 18637 3336 13309
"213702_x_at" 18578 19659 16739 3038 20537 4471 2974 14790 407 15879 18843 4190 17158
"213703_at" 17822 7403 6428 19586 1415 21271 4900 20723 5486 2641 19284 18601 631
"213704_at" 21556 14716 19739 17849 22148 3900 4052 3984 605 15986 17937 19656 1886
"213705_at" 17693 21315 214 21367 2550 17362 3095 5903 18855 15455 11928 19782 17296
"213706_at" 9309 5762 13433 8730 8899 14217 14202 11419 10974 8476 4660 10004 10595
"213707_s_at" 18202 13195 11918 12753 5245 6396 11020 20880 12508 3216 9323 10986 4566
"213708_s_at" 2951 4176 19545 2696 19223 15325 15445 6718 15751 12361 15260 4824 15458
"213709_at" 21725 5065 2176 12571 21473 21802 14159 197 3494 2338 5952 268 22143
"213710_s_at" 12956 806 17353 20905 18342 5032 16875 18739 14979 14547 9761 21636 18384
"213711_at" 2117 17675 1968 14967 1594 4131 20991 16207 19473 10424 13747 20087 17281
"213712_at" 5922 2547 21595 8496 22113 15119 13373 20722 17553 16713 3633 1612 19772
"213713_s_at" 12395 893 18326 8253 6283 19569 9747 19898 17469 11514 3496 426 832
"213714_at" 13408 8393 7950 10018 6414 9368 12579 10031 11795 4773 4673 8487 7364
"213715_s_at" 9394 12346 9451 8461 5730 11130 11699 9290 11360 7221 3850 12738 6506
"213716_s_at" 21502 7690 6462 6933 13895 43 3987 20509 317 13835 2801 95 9718
"213717_at" 9379 8980 8740 10240 6759 12864 10851 10943 9967 4722 4025 5703 7067
"213718_at" 12241 17572 2678 2189 19852 20763 17462 14438 6380 18839 16065 3076 19718
"213719_s_at" 7135 9883 4427 9863 5794 10369 2709 724 12210 4032 1292 12651 10912
"213720_s_at" 13472 17094 18137 17899 18283 3640 5966 4233 2246 16302 15185 15945 2209
"213721_at" 1783 13836 9244 12363 9107 11796 21995 13359 21374 1822 3839 421 3585
"213722_at" 7517 10875 10414 15131 8586 11113 9816 9265 13955 7542 6303 7087 5980
"213723_s_at" 463 9700 10173 15124 4165 9841 12655 11642 9066 3709 7483 8187 4343
"213724_s_at" 13638 2244 12417 14611 15272 108 12056 14206 4025 19857 6128 2752 21177
"213725_x_at" 16190 6776 6230 20761 7320 12844 6775 13046 3734 10967 19343 6533 5519
"213726_x_at" 11647 3597 16882 3357 12020 4613 16732 6360 16046 10555 16381 15475 13499
"213727_x_at" 3958 1781 14273 4604 15046 17326 7862 14062 17119 2810 20232 1729 17985
"213728_at" 349 2420 2960 13946 21476 12407 21456 1118 9516 10702 10678 3414 9851
"213729_at" 20058 17254 18305 3570 17391 18637 8424 5030 15227 14139 15430 17122 15495
"213730_x_at" 3899 5266 20693 16948 20157 19104 8241 2176 5567 15227 13758 806 15591
"213731_s_at" 9766 11859 9807 8855 5908 14619 14725 9 15157 2646 120 12300 562
"213732_at" 6031 6156 10772 12664 11270 9959 12191 10984 11822 7901 5542 10638 12641
"213733_at" 21107 21048 10848 20150 14341 3918 17295 21775 4770 17662 14413 20386 2929
"213734_at" 21436 20593 18437 21030 18623 20163 20133 4131 17225 21524 17111 15585 13451
"213735_s_at" 11973 17825 15030 17901 13781 18042 16272 18143 16301 15562 12336 16704 17458
"213736_at" 22208 20383 20512 1232 19633 18891 21475 8350 5296 11154 15553 3224 17533
"213737_x_at" 15 3774 20240 4575 3431 19543 5184 7328 6589 14375 12089 18448 738
"213738_s_at" 11997 17394 16949 4978 14648 4122 5821 4870 3710 10345 9279 3629 3310
"213739_at" 1689 20088 6002 19699 21922 4287 3775 19205 19918 20444 11046 6774 2823
"213740_s_at" 7595 13383 6522 15838 11249 6357 7126 12452 11903 3504 5651 10807 8965
"213741_s_at" 16036 18722 2786 20144 20540 17806 17657 15675 7640 20767 15909 5253 13382
"213742_at" 18144 18968 7017 18332 13546 20799 2105 6282 18575 21914 20024 21147 854
"213743_at" 21094 19848 17654 4055 17083 17734 5487 5685 16281 20352 20481 18232 22080
"213744_at" 21727 6153 3728 13633 8967 12866 14080 10963 14644 6279 8396 12742 6434
"213745_at" 5934 7411 9420 5899 6062 9665 2547 11809 4307 1782 9131 6943 9466
"213746_s_at" 15412 3112 21534 20464 19042 20376 18419 16045 19256 21724 9006 20036 2926
"213747_at" 985 14163 66 4147 792 5336 15291 3069 1310 937 20965 21651 21602
"213748_at" 14658 2017 14843 17819 12447 17646 21223 4558 2957 15089 9447 67 20167
"213749_at" 9101 10880 3254 15427 9841 14361 10014 12435 13771 8599 7029 11396 7192
"213750_at" 21191 16061 19042 5758 3312 19222 15456 4814 1230 16750 13881 2206 14921
"213751_at" 13375 13322 7315 7189 8625 8864 11273 9124 13265 7352 4967 8258 10858
"213752_at" 9262 7781 10831 14738 4001 12726 13086 808 14089 32 7340 5672 7331
"213753_x_at" 3447 3173 22108 18926 12062 21993 19360 20936 17948 15172 14255 19348 14201
"213754_s_at" 15154 16720 17137 6136 14475 1805 5724 17404 16928 13607 16921 14227 16229
"213755_s_at" 8591 8406 7685 13049 6237 13805 9153 8940 11667 5456 7142 12072 6573
"213756_s_at" 13760 13125 10014 16094 5983 9911 9498 15280 13886 1387 13481 9448 366
"213757_at" 14599 18987 17626 16711 12548 18724 16622 19446 21517 19006 14146 21808 21847
"213758_at" 9060 20890 21759 20823 2136 20840 20594 16033 99 17730 17749 18339 20256
"213759_at" 8066 8278 7668 10422 5523 10480 11070 8608 10149 4508 3332 5612 7636
"213760_s_at" 19638 15306 21936 5964 2462 5208 20419 16262 3893 16646 20354 19306 19097
"213761_at" 14338 14389 21626 3695 21133 5251 6383 6391 1265 20342 20440 19157 19845
"213762_x_at" 13711 5221 1946 3395 17368 16255 6204 5306 6521 9908 13517 4394 13402
"213763_at" 4262 11767 4127 17197 20240 10696 18567 21094 13913 372 17771 12991 12790
"213764_s_at" 8837 6081 5727 12898 4215 11549 14866 12096 11550 3233 4496 12824 10684
"213765_at" 1623 11450 7558 12445 9646 12730 12078 9261 10168 4031 5313 8823 10341
"213766_x_at" 17706 2262 15094 19022 14961 15478 17523 8065 4020 19990 18620 3379 14055
"213767_at" 10253 11523 10663 14230 11207 6351 3231 13348 8231 648 2975 6969 7497
"213768_s_at" 22238 11661 4138 15841 4668 12484 19720 4161 11733 8235 18640 9875 10717
"213769_at" 2080 11036 9829 12873 8020 14687 19378 1040 1593 13088 3691 12520 12666
"213770_at" 18128 8675 8775 7313 5266 11842 14987 12210 10774 2384 7391 9331 8163
"213771_at" 4529 19129 10051 12792 4076 21718 20837 16512 22269 107 9486 16308 11138
"213772_s_at" 5858 20247 14790 18488 717 21441 8846 19785 17678 10213 20671 16451 15484
"213773_x_at" 10887 4122 15825 20414 13097 3336 18401 19152 21095 10516 10891 18527 15641
"213774_s_at" 10346 18785 6506 6987 10989 7932 9293 116 13981 6844 8879 8678 7553
"213775_x_at" 17610 15351 2180 17627 14573 17666 17309 6546 15880 12040 17838 3123 13352
"213776_at" 8567 11903 3876 20994 4991 10530 5550 16321 331 12039 10480 239 4601
"213777_s_at" 7283 1364 5176 9434 6209 13709 12799 1566 13575 3744 919 3196 5589
"213778_x_at" 14688 21872 1138 1255 1822 17127 15634 550 18847 10984 1566 19411 21728
"213779_at" 9671 8938 12276 14187 5370 9936 223 17869 20171 20317 8888 14458 3769
"213780_at" 303 1801 10356 8230 10091 7663 18053 9324 22153 12730 5320 7651 1012
"213781_at" 4874 11069 5816 15629 8279 14143 10273 13762 236 9078 982 9710 5700
"213782_s_at" 7612 6960 8377 10142 6525 8888 11435 10664 10400 6992 6718 9798 7097
"213783_at" 20191 7647 11993 15619 10346 9895 12004 13264 13663 4292 6236 8634 7516
"213784_at" 13320 9063 4242 12462 7106 10205 362 18592 14944 8803 6108 11402 11412
"213785_at" 1481 21305 11707 20226 21109 20622 705 14332 2153 18550 9271 21615 21645
